| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_nslu2-openwrt_0hash ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || 8063 || 0 || 0 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_shabal256 <-] shabal256 [wiki:r2011platformsciphers_nslu2-openwrt_shabal256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_shabal256_tiny_armeb-thumb tiny_armeb-thumb] || 121180 || 404 || 552 || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2011runs_30 Run 30]
|[wiki:r2011ciphers_shabal512 <-] shabal512 [wiki:r2011platformsciphers_nslu2-openwrt_shabal512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_shabal512_tiny_armeb-thumb tiny_armeb-thumb] || 121230 || 404 || 584 || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2011runs_30 Run 30]
|[wiki:r2011ciphers_cubehash1632 <-] cubehash1632 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash1632 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash1632_bitsliced bitsliced] || 4893270 || 1228 || 216 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash1616 <-] cubehash1616 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash1616 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash1616_simple simple] || 3261409 || 1312 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash832 <-] cubehash832 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash832 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash832_simple simple] || 1022970 || 1312 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash88 <-] cubehash88 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash88 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash88_simple simple] || 2975908 || 1312 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash161 <-] cubehash161 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash161 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash161_simple simple] || 42283294 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash162 <-] cubehash162 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash162 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash162_simple simple] || 21470656 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash164 <-] cubehash164 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash164 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash164_simple simple] || 11063239 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash168 <-] cubehash168 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash168 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash168_simple simple] || 5863621 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash81 <-] cubehash81 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash81 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash81_simple simple] || 21206351 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash816 <-] cubehash816 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash816 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash816_simple simple] || 1675484 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash82 <-] cubehash82 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash82 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash82_simple simple] || 10788661 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash84 <-] cubehash84 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash84 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash84_simple simple] || 5581295 || 1316 || 264 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_nslu2-openwrt_groestl512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl512_armcryptolib armcryptolib] || 24712713 || 1800 || 692 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_nslu2-openwrt_groestl256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl256_armcryptolib armcryptolib] || 16673212 || 1808 || 384 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_nslu2-openwrt_jh256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh256_opt8 opt8] || 6805028 || 2480 || 528 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_nslu2-openwrt_jh512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh512_opt8 opt8] || 6811130 || 2480 || 560 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_nslu2-openwrt_blake256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_ref ref] || 232218 || 3716 || 407 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_blake32 <-] blake32 [wiki:r2011platformsciphers_nslu2-openwrt_blake32 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_light light] || 178353 || 3720 || 412 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_30 Run 30]
|[wiki:r2011ciphers_mcssha4 <-] mcssha4 [wiki:r2011platformsciphers_nslu2-openwrt_mcssha4 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_mcssha4_ref ref] || 319001 || 4336 || 572 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_simd512 <-] simd512 [wiki:r2011platformsciphers_nslu2-openwrt_simd512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_simd512_ref ref] || 73052777 || 4570 || 3472 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_simd256 <-] simd256 [wiki:r2011platformsciphers_nslu2-openwrt_simd256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_simd256_ref ref] || 35610102 || 4614 || 3816 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_fugue256 <-] fugue256 [wiki:r2011platformsciphers_nslu2-openwrt_fugue256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_fugue256_ref-xbx ref-xbx] || 1487921 || 4912 || 3124 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_30 Run 30]
|[wiki:r2011ciphers_fugue512 <-] fugue512 [wiki:r2011platformsciphers_nslu2-openwrt_fugue512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_fugue512_ref-xbx ref-xbx] || 2925069 || 4912 || 3156 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_30 Run 30]
