| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_atmega1284p_16mhz_0hash ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || 72 || 0 || 0 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_38 Run 38]
|[wiki:r2011ciphers_shabal256 <-] shabal256 [wiki:r2011platformsciphers_atmega1284p_16mhz_shabal256 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_shabal256_tiny_avr8 tiny_avr8] || 334413 || 852 || 274 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_28 Run 28]
|[wiki:r2011ciphers_shabal512 <-] shabal512 [wiki:r2011platformsciphers_atmega1284p_16mhz_shabal512 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_shabal512_tiny_avr8 tiny_avr8] || 334637 || 852 || 306 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_28 Run 28]
|[wiki:r2011ciphers_luffa256 <-] luffa256 [wiki:r2011platformsciphers_atmega1284p_16mhz_luffa256 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_luffa256_avr avr] || 1166389 || 894 || 152 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_28 Run 28]
|[wiki:r2011ciphers_luffa512 <-] luffa512 [wiki:r2011platformsciphers_atmega1284p_16mhz_luffa512 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_luffa512_avr avr] || 2327273 || 1138 || 248 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_28 Run 28]
|[wiki:r2011ciphers_cubehash1632 <-] cubehash1632 [wiki:r2011platformsciphers_atmega1284p_16mhz_cubehash1632 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_cubehash1632_avrcryptolib_cwbasm avrcryptolib_cwbasm] || 9197849 || 1470 || 251 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_28 Run 28]
|[wiki:r2011ciphers_keccakc512 <-] keccakc512 [wiki:r2011platformsciphers_atmega1284p_16mhz_keccakc512 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_keccakc512_avr8asm avr8asm] || 1713242 || 1848 || 276 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_38 Run 38]
|[wiki:r2011ciphers_keccakc1024 <-] keccakc1024 [wiki:r2011platformsciphers_atmega1284p_16mhz_keccakc1024 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8asm avr8asm] || 3130616 || 1848 || 308 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_38 Run 38]
|[wiki:r2011ciphers_bmw256 <-] bmw256 [wiki:r2011platformsciphers_atmega1284p_16mhz_bmw256 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_bmw256_avrcryptolib_tinyasm avrcryptolib_tinyasm] || 1369973 || 1910 || 335 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_28 Run 28]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_atmega1284p_16mhz_jh256 ->] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_jh256_avrcryptolib-simple avrcryptolib-simple] || 21946460 || 2470 || 467 || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2011runs_38 Run 38]
