| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_mcssha4 <-] mcssha4 [wiki:r2011platformsciphers_nslu2-openwrt_mcssha4 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_mcssha4_ref ref] || 223207 || 21995 || 2943 || 484 || 175 || 153 || 141 || 130 || 1.2 || 4524 || 576 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_shavite3256 <-] shavite3256 [wiki:r2011platformsciphers_nslu2-openwrt_shavite3256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_shavite3256_sphlib sphlib] || 226915 || 49094 || 6153 || 882 || 212 || 164 || 140 || 115 || 0.6 || 21992 || 924 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_30 Run 30]
|[wiki:r2011ciphers_mcssha6 <-] mcssha6 [wiki:r2011platformsciphers_nslu2-openwrt_mcssha6 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_mcssha6_ref ref] || 228627 || 27647 || 3618 || 569 || 186 || 158 || 144 || 130 || 1.1 || 6416 || 628 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_17 Run 17]
|[wiki:r2011ciphers_mcssha5 <-] mcssha5 [wiki:r2011platformsciphers_nslu2-openwrt_mcssha5 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_mcssha5_ref ref] || 229741 || 28695 || 3766 || 587 || 188 || 159 || 145 || 130 || 1.2 || 5492 || 592 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_19 Run 19]
|[wiki:r2011ciphers_cubehash832 <-] cubehash832 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash832 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash832_unrolled unrolled] || 237073 || 62094 || 7818 || 1086 || 236 || 175 || 144 || 114 || 0.4 || 2356 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_fugue256 <-] fugue256 [wiki:r2011platformsciphers_nslu2-openwrt_fugue256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_fugue256_sphlib sphlib] || 238170 || 42427 || 5933 || 880 || 218 || 171 || 147 || 123 || 0.6 || 14298 || 708 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_luffa512 <-] luffa512 [wiki:r2011platformsciphers_nslu2-openwrt_luffa512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_luffa512_sphlib sphlib] || 258369 || 34414 || 4302 || 807 || 225 || 182 || 161 || 140 || 1.5 || 13304 || 1256 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_18 Run 18]
|[wiki:r2011ciphers_blake64 <-] blake64 [wiki:r2011platformsciphers_nslu2-openwrt_blake64 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake64_sphlib sphlib] || 266865 || 38071 || 4765 || 602 || 226 || 187 || 167 || 148 || 3.2 || 7104 || 1140 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_17 Run 17]
|[wiki:r2011ciphers_skein512 <-] skein512 [wiki:r2011platformsciphers_nslu2-openwrt_skein512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_skein512_opt opt] || 299815 || 73865 || 9250 || 1156 || 281 || 217 || 184 || 152 || 0.2 || 28764 || 5384 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_nslu2-openwrt_blake512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake512_sphlib sphlib] || 304287 || 48080 || 5985 || 751 || 261 || 214 || 190 || 167 || 0.5 || 10392 || 1140 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_lane256 <-] lane256 [wiki:r2011platformsciphers_nslu2-openwrt_lane256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_lane256_c c] || 326848 || 77240 || 11060 || 1372 || 314 || 238 || 200 || 162 || 0.7 || 104272 || 1260 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_sha512 <-] sha512 [wiki:r2011platformsciphers_nslu2-openwrt_sha512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_sha512_sphlib-small sphlib-small] || 335675 || 44106 || 5547 || 695 || 277 || 233 || 211 || 190 || 0.7 || 6668 || 1536 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_cubehash816 <-] cubehash816 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash816 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash816_unrolled unrolled] || 350605 || 62061 || 7816 || 1164 || 310 || 249 || 218 || 188 || 0.4 || 2356 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_echosp256 <-] echosp256 [wiki:r2011platformsciphers_nslu2-openwrt_echosp256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_echosp256_generic_opt32 generic_opt32] || 374112 || 94962 || 12128 || 1521 || 372 || 276 || 250 || 223 || 0.5 || 31302 || 2792 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_echo256 <-] echo256 [wiki:r2011platformsciphers_nslu2-openwrt_echo256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_echo256_sphlib-small sphlib-small] || 382508 || 59351 || 7438 || 929 || 277 || 256 || 226 || 196 || 2.3 || 7056 || 716 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_simd256 <-] simd256 [wiki:r2011platformsciphers_nslu2-openwrt_simd256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_simd256_sphlib sphlib] || 389939 || 55494 || 8718 || 1097 || 328 || 273 || 244 || 216 || 0.9 || 24332 || 1704 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_18 Run 18]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_nslu2-openwrt_groestl256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl256_opt32 opt32] || 393314 || 63990 || 8049 || 1204 || 340 || 277 || 246 || 216 || 2.5 || 27968 || 432 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_shavite3512 <-] shavite3512 [wiki:r2011platformsciphers_nslu2-openwrt_shavite3512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_shavite3512_IntelL1Cache IntelL1Cache] || 394661 || 70773 || 8838 || 1111 || 350 || 280 || 256 || 231 || 4.1 || 40988 || 1679 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_30 Run 30]
|[wiki:r2011ciphers_fugue512 <-] fugue512 [wiki:r2011platformsciphers_nslu2-openwrt_fugue512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_fugue512_sphlib sphlib] || 433364 || 71055 || 9582 || 1402 || 380 || 307 || 270 || 233 || 20.0 || 16766 || 732 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_hamsi <-] hamsi [wiki:r2011platformsciphers_nslu2-openwrt_hamsi ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_hamsi_sphlib sphlib] || 469690 || 27265 || 3824 || 785 || 379 || 328 || 294 || 260 || 4.5 || 41576 || 1072 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_md6d224 <-] md6d224 [wiki:r2011platformsciphers_nslu2-openwrt_md6d224 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_md6d224_ref ref] || 477470 || 169076 || 21178 || 2651 || 336 || 367 || 283 || 199 || 0.2 || 8216 || 7180 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_md6d256 <-] md6d256 [wiki:r2011platformsciphers_nslu2-openwrt_md6d256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_md6d256_ref ref] || 512033 || 179733 || 22519 || 2818 || 357 || 393 || 304 || 214 || 0.1 || 6664 || 7180 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_simd512 <-] simd512 [wiki:r2011platformsciphers_nslu2-openwrt_simd512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_simd512_opt opt] || 521909 || 66118 || 12914 || 1611 || 428 || 362 || 329 || 296 || 2.8 || 15630 || 1744 || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || [wiki:r2011runs_17 Run 17]
|[wiki:r2011ciphers_echosp512 <-] echosp512 [wiki:r2011platformsciphers_nslu2-openwrt_echosp512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_echosp512_generic_opt32 generic_opt32] || 555159 || 105386 || 13419 || 1681 || 432 || 403 || 326 || 250 || 7.1 || 31302 || 2824 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_nslu2-openwrt_jh256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh256_opt32 opt32] || 568475 || 42061 || 8099 || 1003 || 426 || 384 || 373 || 361 || 3.0 || 6904 || 504 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_nslu2-openwrt_jh512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh512_opt32 opt32] || 568525 || 42061 || 8101 || 1003 || 426 || 384 || 363 || 342 || 3.7 || 6904 || 536 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_cubehash88 <-] cubehash88 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash88 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash88_unrolled unrolled] || 577004 || 62028 || 8092 || 1309 || 457 || 396 || 365 || 335 || 0.4 || 2352 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_cubehash1616 <-] cubehash1616 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash1616 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash1616_unrolled unrolled] || 601725 || 107231 || 13462 || 2002 || 532 || 427 || 383 || 339 || 2.4 || 2352 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_md6d384 <-] md6d384 [wiki:r2011platformsciphers_nslu2-openwrt_md6d384 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_md6d384_ref ref] || 649373 || 219566 || 27502 || 3441 || 435 || 495 || 396 || 297 || 3.3 || 8216 || 7200 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_echo512 <-] echo512 [wiki:r2011platformsciphers_nslu2-openwrt_echo512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_echo512_sphlib-small sphlib-small] || 662972 || 68794 || 8647 || 1084 || 523 || 455 || 420 || 385 || 2.4 || 7016 || 776 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_nslu2-openwrt_groestl512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl512_opt32 opt32] || 673828 || 123191 || 15532 || 1920 || 600 || 479 || 419 || 358 || 3.1 || 27968 || 1124 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_whirlpool <-] whirlpool [wiki:r2011platformsciphers_nslu2-openwrt_whirlpool ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_whirlpool_ref ref] || 761059 || 75710 || 9532 || 1691 || 600 || 522 || 482 || 443 || 2.8 || 23548 || 636 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_md6d512 <-] md6d512 [wiki:r2011platformsciphers_nslu2-openwrt_md6d512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_md6d512_ref ref] || 814093 || 260663 || 32637 || 4086 || 515 || 620 || 480 || 341 || 6.9 || 6664 || 7212 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash84 <-] cubehash84 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash84 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash84_unrolled unrolled] || 1029769 || 61945 || 8381 || 1600 || 752 || 691 || 669 || 648 || 1.8 || 2356 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_cubehash168 <-] cubehash168 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash168 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash168_unrolled unrolled] || 1033510 || 107082 || 14011 || 2281 || 814 || 709 || 665 || 621 || 2.5 || 2356 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_lane512 <-] lane512 [wiki:r2011platformsciphers_nslu2-openwrt_lane512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_lane512_c c] || 1740139 || 272633 || 49274 || 6162 || 1474 || 1208 || 1085 || 962 || 4.6 || 104272 || 3452 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash164 <-] cubehash164 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash164 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash164_unrolled unrolled] || 1916214 || 107414 || 14593 || 2847 || 1376 || 1271 || 1227 || 1183 || 4.2 || 2356 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_20 Run 20]
|[wiki:r2011ciphers_cubehash82 <-] cubehash82 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash82 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash82_unrolled unrolled] || 1952457 || 61978 || 9009 || 2193 || 1341 || 1280 || 1258 || 1236 || 2.6 || 2336 || 464 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash162 <-] cubehash162 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash162 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash162_unrolled unrolled] || 3646727 || 107348 || 15738 || 3978 || 2540 || 2416 || 2357 || 2298 || 2.5 || 2356 || 460 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_17 Run 17]
|[wiki:r2011ciphers_cubehash81 <-] cubehash81 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash81 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash81_unrolled unrolled] || 3750766 || 61895 || 10172 || 3364 || 2546 || 2468 || 2431 || 2394 || 4.8 || 2336 || 464 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_24 Run 24]
|[wiki:r2011ciphers_cubehash161 <-] cubehash161 [wiki:r2011platformsciphers_nslu2-openwrt_cubehash161 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash161_unrolled unrolled] || 7093804 || 106832 || 17924 || 6207 || 4778 || 4662 || 4601 || 4541 || 1.4 || 2336 || 464 || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || [wiki:r2011runs_24 Run 24]
