| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_atmega1281_16mhz_0hash ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || 72 || 72 || 9 || 1 || 0 || 0 || 0 || 0 || 0.0 || 0 || 0 || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
|[wiki:r2011ciphers_shabal256 <-] shabal256 [wiki:r2011platformsciphers_atmega1281_16mhz_shabal256 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_shabal256_tiny_avr8-fast tiny_avr8-fast] || 312048 || 45825 || 5731 || 889 || 263 || 218 || 196 || 173 || 0.0 || 980 || 272 || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
|[wiki:r2011ciphers_shabal512 <-] shabal512 [wiki:r2011platformsciphers_atmega1281_16mhz_shabal512 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_shabal512_tiny_avr8-fast tiny_avr8-fast] || 312272 || 46049 || 5759 || 893 || 263 || 218 || 196 || 173 || 0.0 || 980 || 304 || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
|[wiki:r2011ciphers_bmw256 <-] bmw256 [wiki:r2011platformsciphers_atmega1281_16mhz_bmw256 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_bmw256_avrcryptolib_asm avrcryptolib_asm] || 809047 || 64287 || 8038 || 1489 || 610 || 548 || 516 || 485 || 0.0 || 11776 || 3166 || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:r2011runs_1 Run 1]
|[wiki:r2011ciphers_nasha256 <-] nasha256 [wiki:r2011platformsciphers_atmega1281_16mhz_nasha256 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_nasha256_opt opt] || 854026 || 51596 || 6454 || 1337 || 624 || 573 || 548 || 522 || 0.0 || 66818 || 2844 || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
|[wiki:r2011ciphers_mcssha4 <-] mcssha4 [wiki:r2011platformsciphers_atmega1281_16mhz_mcssha4 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha4_ref ref] || 877020 || 33771 || 4772 || 1077 || 615 || 582 || 565 || 549 || 0.0 || 9598 || 899 || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
|[wiki:r2011ciphers_nasha512 <-] nasha512 [wiki:r2011platformsciphers_atmega1281_16mhz_nasha512 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_nasha512_opt opt] || 885517 || 99044 || 12385 || 1552 || 706 || 609 || 560 || 512 || 0.0 || 58384 || 3308 || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
|[wiki:r2011ciphers_mcssha5 <-] mcssha5 [wiki:r2011platformsciphers_atmega1281_16mhz_mcssha5 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha5_ref ref] || 915118 || 71869 || 9534 || 1672 || 689 || 619 || 584 || 549 || 0.0 || 12002 || 919 || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
|[wiki:r2011ciphers_mcssha6 <-] mcssha6 [wiki:r2011platformsciphers_atmega1281_16mhz_mcssha6 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha6_ref ref] || 925395 || 82146 || 10819 || 1832 || 709 || 629 || 589 || 549 || 0.0 || 10540 || 769 || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:r2011runs_4 Run 4]
|[wiki:r2011ciphers_luffa256 <-] luffa256 [wiki:r2011platformsciphers_atmega1281_16mhz_luffa256 ->] || [wiki:r2011platformsimplementations_atmega1281_16mhz_luffa256_avr avr] || 1166385 || 46141 || 5770 || 1450 || 819 || 774 || 752 || 729 || 0.0 || 894 || 152 || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:r2011runs_26 Run 26]
