| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_fritzbox-7170_0hash ->] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || 12468 || 12694 || 1572 || 197 || 25 || 12 || 6 || 0 || 2.8 || 0 || 0 || [wiki:r2011compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:r2011runs_10 Run 10]
|[wiki:r2011ciphers_edonr256 <-] edonr256 [wiki:r2011platformsciphers_fritzbox-7170_edonr256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_edonr256_swpbe swpbe] || 63150 || 33682 || 4321 || 546 || 85 || 52 || 41 || 30 || 4.4 || 25102 || 816 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_32 Run 32]
|[wiki:r2011ciphers_shabal256 <-] shabal256 [wiki:r2011platformsciphers_fritzbox-7170_shabal256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_shabal256_tiny_mips32el tiny_mips32el] || 92088 || 29799 || 3730 || 510 || 99 || 70 || 60 || 51 || 1.7 || 716 || 480 || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:r2011runs_31 Run 31]
|[wiki:r2011ciphers_shabal512 <-] shabal512 [wiki:r2011platformsciphers_fritzbox-7170_shabal512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_shabal512_tiny_mips32el tiny_mips32el] || 92247 || 29945 || 3826 || 512 || 100 || 70 || 59 || 48 || 2.2 || 748 || 512 || [wiki:r2011compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:r2011runs_32 Run 32]
|[wiki:r2011ciphers_bmw256 <-] bmw256 [wiki:r2011platformsciphers_fritzbox-7170_bmw256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_bmw256_optbgbe optbgbe] || 103138 || 48058 || 6026 || 785 || 130 || 83 || 67 || 51 || 1.1 || 9829 || 636 || [wiki:r2011compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:r2011runs_31 Run 31]
|[wiki:r2011ciphers_nasha256 <-] nasha256 [wiki:r2011platformsciphers_fritzbox-7170_nasha256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_nasha256_opt opt] || 120257 || 32913 || 4154 || 576 || 122 || 89 || 78 || 67 || 1.7 || 13404 || 952 || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:r2011runs_32 Run 32]
|[wiki:r2011ciphers_blake32 <-] blake32 [wiki:r2011platformsciphers_fritzbox-7170_blake32 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || 123119 || 34848 || 4358 || 595 || 125 || 92 || 81 || 70 || 2.0 || 5954 || 568 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_31 Run 31]
|[wiki:r2011ciphers_nasha512 <-] nasha512 [wiki:r2011platformsciphers_fritzbox-7170_nasha512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_nasha512_opt opt] || 127876 || 41804 || 5270 || 662 || 139 || 97 || 82 || 66 || 2.1 || 13404 || 1312 || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:r2011runs_32 Run 32]
|[wiki:r2011ciphers_edonr512 <-] edonr512 [wiki:r2011platformsciphers_fritzbox-7170_edonr512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_edonr512_swpbe swpbe] || 148824 || 80799 || 10171 || 1272 || 223 || 129 || 130 || 130 || 1.0 || 25102 || 2040 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_32 Run 32]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_fritzbox-7170_sha256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_sha256_sphlib-small sphlib-small] || 151832 || 45540 || 5903 || 808 || 161 || 115 || 91 || 68 || 1.7 || 9568 || 368 || [wiki:r2011compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:r2011runs_36 Run 36]
