| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32bi-rvku2 opt32bi-rvku2] || 256030 || 20997 || 1264 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32u2nit_xbx opt32u2nit_xbx] || 267213 || 30850 || 1340 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32bi-s2lcu4 opt32bi-s2lcu4] || 269068 || 31488 || 1636 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32u2 opt32u2] || 309441 || 30701 || 263480 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_11 Run 11]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32biT-s2lcu4 opt32biT-s2lcu4] || 321432 || 31364 || 263824 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_simple simple] || 332602 || 10665 || 1280 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32u6 opt32u6] || 459629 || 57917 || 264144 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_11 Run 11]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_sphlib-small sphlib-small] || 476086 || 18217 || 2152 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_compact compact] || 583186 || 2926 || 520 || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_armcryptolib armcryptolib] || 671179 || 5419 || 868 || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:runs_10 Run 10]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_sphlib sphlib] || 2865260 || 27478 || 3388 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_10 Run 10]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt64lcu6 opt64lcu6] || 2902545 || 54814 || 3256 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt64u6 opt64u6] || 2902717 || 80161 || 3244 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_11 Run 11]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt64lcu24 opt64lcu24] || 3440257 || 188987 || 7236 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:platformsimplementations_fritzbox-7170_keccakc512_opt64u24 opt64u24] || 3453692 || 281394 || 7252 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_12 Run 12]
