| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:platformsimplementations_artila_m501_keccak1024_opt32bi-rvku2 opt32bi-rvku2] || 206618 || 18304 || 1060 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt32bi-s2lcu4 opt32bi-s2lcu4] || 225349 || 32172 || 1104 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt32u2nit_xbx opt32u2nit_xbx] || 260010 || 27244 || 1088 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt32biT-s2lcu4 opt32biT-s2lcu4] || 282049 || 31840 || 263256 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt32u6 opt32u6] || 284051 || 55424 || 263228 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_15 Run 15]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt32u2 opt32u2] || 301286 || 26916 || 263216 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_13 Run 13]
|[wiki:platformsimplementations_artila_m501_keccak1024_simple simple] || 344374 || 7788 || 796 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_compact compact] || 1257165 || 2288 || 440 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt64u24 opt64u24] || 1580153 || 300044 || 1176 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_14 Run 14]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt64lcu24 opt64lcu24] || 1580760 || 225984 || 1208 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt64u6 opt64u6] || 1614780 || 63732 || 1212 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
|[wiki:platformsimplementations_artila_m501_keccak1024_opt64lcu6 opt64lcu6] || 1622014 || 64180 || 1220 || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:runs_27 Run 27]
