| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || 1759666 || 13316 || 0 (42150) || 0 (944) || 0 (2840) || 0(48) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || 221487 || 12906 || 0 (33045) || 0 (940) || 0 (2840) || 0(56) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || 207416 || 12813 || 0 (31445) || 0 (940) || 0 (2840) || 0(56) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:r2011compilernames mips-uclib-gcc -O3] || 4.2.1 || 208250 || 13078 || 0 (31501) || 0 (940) || 0 (2836) || 0(56) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:r2011compilernames mips-uclib-gcc -Os] || 4.2.1 || 248345 || 12800 || 0 (31150) || 0 (940) || 0 (2840) || 0(56) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || 8263601 || 688126 || 5006 (47156) || 60 (1004) || 0 (2840) || 280(328) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || 2048874 || 205455 || 3270 (36315) || 60 (1000) || 0 (2840) || 280(336) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || 1836490 || 185142 || 3110 (34555) || 60 (1000) || 0 (2840) || 288(344) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames mips-uclib-gcc -O3] || 4.2.1 || 1778654 || 191979 || 8196 (39697) || 60 (1000) || 0 (2836) || 664(720) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames mips-uclib-gcc -Os] || 4.2.1 || 1889264 || 186030 || 3046 (34196) || 60 (1000) || 0 (2840) || 280(336) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || 4386068 || 286492 || 8516 (50666) || 44 (988) || 0 (2840) || 384(432) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || 1393993 || 137615 || 4764 (37809) || 44 (984) || 0 (2840) || 440(496) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || 1516847 || 152706 || 5004 (36449) || 44 (984) || 0 (2840) || 480(536) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:r2011compilernames mips-uclib-gcc -O3] || 4.2.1 || 1468776 || 150719 || 5601 (37102) || 44 (984) || 0 (2836) || 576(632) || Checksum OK
