| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 2897139 || 7016 || 0 (22410) || 0 (388) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 674327 || 6683 || 0 (16198) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 717302 || 6750 || 0 (16106) || 0 (384) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 710021 || 6700 || 0 (17018) || 0 (384) || 0 (2824) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 615524 || 6633 || 0 (15710) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 10877671 || 831150 || 3644 (26054) || 0 (388) || 0 (2828) || 256(264) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2596210 || 206399 || 1776 (17974) || 0 (384) || 0 (2828) || 248(264) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2429727 || 182825 || 1728 (17834) || 0 (384) || 0 (2828) || 252(260) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 2334350 || 180880 || 6692 (23710) || 0 (384) || 0 (2824) || 580(596) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2401947 || 192301 || 1680 (17390) || 0 (384) || 0 (2828) || 252(268) || Checksum failed
