| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 2986774 || 1204 || 0 (22037) || 0 (472) || 0 (2744) || 0(13) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 2343398 || 1103 || 0 (16884) || 0 (472) || 0 (2744) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 2281624 || 990 || 0 (16680) || 0 (472) || 0 (2744) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 2273828 || 1035 || 0 (20020) || 0 (472) || 0 (2744) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 2325274 || 1103 || 0 (16541) || 0 (472) || 0 (2744) || 0(0) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 9480296 || 667496 || 3992 (26029) || 0 (472) || 0 (2744) || 272(285) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 4011851 || 172125 || 2136 (19020) || 0 (472) || 0 (2744) || 276(276) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 3849851 || 160931 || 2156 (18836) || 0 (472) || 0 (2744) || 280(280) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 3866231 || 165600 || 3712 (23732) || 0 (472) || 0 (2744) || 428(428) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 3856511 || 159536 || 2080 (18621) || 0 (472) || 0 (2744) || 280(280) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_light light] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 5775615 || 275546 || 7209 (29246) || 4 (476) || 0 (2744) || 404(417) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_light light] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 3740839 || 138465 || 4032 (20916) || 8 (480) || 0 (2744) || 420(420) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_light light] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 3705919 || 140175 || 4352 (21032) || 8 (480) || 0 (2744) || 512(512) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_light light] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 3681518 || 141593 || 4744 (24764) || 8 (480) || 0 (2744) || 508(508) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_light light] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 3766826 || 143674 || 4360 (20901) || 8 (480) || 0 (2744) || 520(520) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 5754859 || 275468 || 6508 (28545) || 0 (472) || 0 (2744) || 384(397) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 3758468 || 138555 || 3588 (20472) || 0 (472) || 0 (2744) || 416(416) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 3709958 || 141593 || 3920 (20600) || 0 (472) || 0 (2744) || 508(508) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 3686400 || 141570 || 4044 (24064) || 0 (472) || 0 (2744) || 504(504) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_ref ref] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 3803389 || 143078 || 3928 (20469) || 0 (472) || 0 (2744) || 516(516) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 9806614 || 282431 || 31952 (53989) || 0 (472) || 0 (2744) || 508(521) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 3285855 || 92284 || 22072 (38956) || 0 (472) || 0 (2744) || 652(652) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 3257606 || 99821 || 27628 (44308) || 0 (472) || 0 (2744) || 740(740) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 3222664 || 99686 || 28316 (48336) || 0 (472) || 0 (2744) || 740(740) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 3306645 || 99529 || 26812 (43353) || 0 (472) || 0 (2744) || 668(668) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 5485466 || 239636 || 20160 (42197) || 0 (472) || 0 (2744) || 512(525) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 3518066 || 118418 || 15060 (31944) || 0 (472) || 0 (2744) || 488(488) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 3784522 || 153068 || 20296 (36976) || 0 (472) || 0 (2744) || 964(964) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 3776456 || 151864 || 20984 (41004) || 0 (472) || 0 (2744) || 964(964) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 3930671 || 164194 || 19420 (35961) || 0 (472) || 0 (2744) || 844(844) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 9881865 || 574391 || 5092 (27129) || 0 (472) || 32 (2776) || 456(469) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 4818904 || 221693 || 2760 (19644) || 0 (472) || 32 (2776) || 468(468) || Checksum failed
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 4988149 || 238534 || 2844 (19524) || 0 (472) || 32 (2776) || 504(504) || Checksum failed
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 4966358 || 228060 || 5576 (25596) || 0 (472) || 32 (2776) || 848(848) || Checksum failed
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_armcryptolib armcryptolib] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 4741571 || 217103 || 2712 (19253) || 0 (472) || 32 (2776) || 484(484) || Checksum failed
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || 8415124 || 464198 || 14140 (36177) || 0 (472) || 32 (2776) || 700(713) || Checksum OK
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || 4489054 || 194063 || 6220 (23104) || 0 (472) || 32 (2776) || 836(836) || Checksum failed
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || 5691330 || 293906 || 8216 (24896) || 0 (472) || 32 (2776) || 1388(1388) || Checksum failed
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_ref ref] || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || 5660809 || 293603 || 10448 (30468) || 0 (472) || 32 (2776) || 1376(1376) || Checksum failed
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_ref ref] || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || 5785481 || 295920 || 8048 (24589) || 0 (472) || 32 (2776) || 1336(1336) || Checksum failed
