| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 0 (19876) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 4811053 || 82 || 0 (9130) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 4100275 || 72 || 0 (8246) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 4100275 || 72 || 0 (8268) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 4272411 || 72 || 0 (7706) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 4770 (24646) || 352 (1020) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 22090675 || 1766150 || 3176 (12306) || 352 (764) || 0 (2415) || 259(259) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 21280820 || 1757566 || 3396 (11642) || 352 (764) || 0 (2415) || 271(271) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 20740770 || 1688161 || 22906 (31174) || 320 (732) || 0 (2415) || 267(267) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 21653676 || 1776491 || 3238 (10944) || 352 (764) || 0 (2415) || 267(267) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 5016 (24892) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 22394289 || 1797349 || 3586 (12716) || 0 (412) || 0 (2415) || 269(269) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 21284398 || 1757640 || 3752 (11998) || 0 (412) || 0 (2415) || 279(279) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 22650067 || 1914149 || 11224 (19492) || 0 (412) || 0 (2415) || 287(287) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 21648096 || 1775615 || 3592 (11298) || 0 (412) || 0 (2415) || 275(275) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 12786 (32662) || 288 (956) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 20821793 || 1585106 || 8892 (18022) || 288 (700) || 0 (2415) || 455(455) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 20293918 || 1605741 || 9056 (17302) || 288 (700) || 0 (2415) || 479(479) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 19986984 || 1589066 || 17674 (25942) || 288 (700) || 0 (2415) || 558(558) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 20215039 || 1553179 || 7972 (15678) || 288 (700) || 0 (2415) || 417(417) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) ||  ||  || 44340 (64216) || 48 (716) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 19719547 || 1494959 || 44730 (53860) || 48 (460) || 0 (2415) || 1902(1902) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 18448379 || 1432587 || 40882 (49128) || 48 (460) || 0 (2415) || 1740(1740) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 18445025 || 1432562 || 40936 (49204) || 48 (460) || 0 (2415) || 1738(1738) || Checksum OK
