| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 2874562 || 8329 || 0 (23042) || 0 (388) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 656056 || 8146 || 0 (16758) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 690736 || 8196 || 0 (16602) || 0 (384) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 691251 || 8196 || 0 (17658) || 0 (384) || 0 (2824) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 609356 || 8063 || 0 (16178) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_blake256 blake256] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 14365480 || 1211647 || 3676 (26718) || 0 (388) || 0 (2828) || 256(264) || Checksum failed
|[wiki:r2011ciphers_blake256 blake256] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 3523569 || 302359 || 1744 (18502) || 0 (384) || 0 (2828) || 248(264) || Checksum failed
|[wiki:r2011ciphers_blake256 blake256] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 3188808 || 264936 || 1692 (18294) || 0 (384) || 0 (2828) || 252(260) || Checksum failed
|[wiki:r2011ciphers_blake256 blake256] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 3125251 || 263589 || 6936 (24594) || 0 (384) || 0 (2824) || 584(600) || Checksum failed
|[wiki:r2011ciphers_blake256 blake256] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 3104336 || 265817 || 1632 (17810) || 0 (384) || 0 (2828) || 252(268) || Checksum failed
