| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 0 (19940) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 4811170 || 82 || 0 (9194) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 4100374 || 72 || 0 (8310) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 4100374 || 72 || 0 (8332) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 4272513 || 72 || 0 (7770) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 4770 (24710) || 352 (1020) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 22091222 || 1766194 || 3176 (12370) || 352 (764) || 0 (2415) || 259(259) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 21281349 || 1757611 || 3396 (11706) || 352 (764) || 0 (2415) || 271(271) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 20741284 || 1688204 || 22906 (31238) || 320 (732) || 0 (2415) || 267(267) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 21654213 || 1776536 || 3238 (11008) || 352 (764) || 0 (2415) || 267(267) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 5016 (24956) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 22394844 || 1797394 || 3586 (12780) || 0 (412) || 0 (2415) || 269(269) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 21284926 || 1757683 || 3752 (12062) || 0 (412) || 0 (2415) || 279(279) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 22650632 || 1914197 || 11224 (19556) || 0 (412) || 0 (2415) || 287(287) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 21648633 || 1775660 || 3592 (11362) || 0 (412) || 0 (2415) || 275(275) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 12786 (32726) || 288 (956) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 20822306 || 1585146 || 8892 (18086) || 288 (700) || 0 (2415) || 455(455) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 20294420 || 1605781 || 9056 (17366) || 288 (700) || 0 (2415) || 479(479) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 19987478 || 1589105 || 17674 (26006) || 288 (700) || 0 (2415) || 558(558) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 20215533 || 1553217 || 7972 (15742) || 288 (700) || 0 (2415) || 417(417) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:r2011compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 9484 (29424) || 416 (1084) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:r2011compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 8406940 || 303514 || 5034 (14228) || 416 (828) || 0 (2415) || 267(267) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 7874985 || 323936 || 4988 (13298) || 416 (828) || 0 (2415) || 269(269) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 7589048 || 310247 || 11338 (19670) || 416 (828) || 0 (2415) || 330(330) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:r2011compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 8055862 || 298299 || 4358 (12128) || 416 (828) || 0 (2415) || 259(259) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 44340 (64280) || 48 (716) || 0 (2415) || unk(unk) || error
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 19720038 || 1494996 || 44730 (53924) || 48 (460) || 0 (2415) || 1902(1902) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 18448838 || 1432622 || 40882 (49192) || 48 (460) || 0 (2415) || 1740(1740) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:r2011compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 18445483 || 1432597 || 40936 (49268) || 48 (460) || 0 (2415) || 1738(1738) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib-small sphlib-small] || [wiki:r2011compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 10970 (30910) || 560 (1228) || 0 (2415) || unk(unk) || error
