| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 2867929 || 7215 || 0 (22454) || 0 (388) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 657336 || 7032 || 0 (16234) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 690835 || 7016 || 0 (16142) || 0 (384) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 710453 || 7149 || 0 (17054) || 0 (384) || 0 (2824) || 0(16) || Checksum OK
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 610088 || 7182 || 0 (15746) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 10888577 || 831350 || 3644 (26098) || 0 (388) || 0 (2828) || 256(264) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2604522 || 206865 || 1776 (18010) || 0 (384) || 0 (2828) || 248(264) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2420101 || 183307 || 1728 (17870) || 0 (384) || 0 (2828) || 252(260) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 2334649 || 180614 || 6692 (23746) || 0 (384) || 0 (2824) || 580(596) || Checksum failed
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2402146 || 192617 || 1680 (17426) || 0 (384) || 0 (2828) || 252(268) || Checksum failed
