| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_nslu2-openwrt_0hash ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || 8063 || 0 || 0 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_nslu2-openwrt_sha256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_sha256_sphlib-small sphlib-small] || 109925 || 5864 || 292 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_nslu2-openwrt_jh256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh256_bitslice32 bitslice32] || 871665 || 4680 || 328 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_nslu2-openwrt_groestl256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl256_armcryptolib armcryptolib] || 38695718 || 3408 || 356 || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_nslu2-openwrt_jh512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh512_bitslice32 bitslice32] || 871865 || 4680 || 360 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_nslu2-openwrt_blake256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_ref ref] || 425816 || 6456 || 360 || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_nslu2-openwrt_groestl512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl512_armcryptolib armcryptolib] || 57167290 || 3416 || 660 || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_nslu2-openwrt_blake512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake512_ref ref] || 604601 || 12452 || 947 || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_sha512 <-] sha512 [wiki:r2011platformsciphers_nslu2-openwrt_sha512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_sha512_sphlib-small sphlib-small] || 335675 || 6668 || 1536 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_35 Run 35]
|[wiki:r2011ciphers_skein512 <-] skein512 [wiki:r2011platformsciphers_nslu2-openwrt_skein512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_skein512_opt opt] || 2015948 || 47680 || 2860 || [wiki:r2011compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2011runs_35 Run 35]
