| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_artila_m501_0hash ->] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || 1204 || 0 || 0 || [wiki:r2011compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash1632 <-] cubehash1632 [wiki:r2011platformsciphers_artila_m501_cubehash1632 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash1632_unrolled5 unrolled5] || 300353 || 3440 || 204 || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_hamsi <-] hamsi [wiki:r2011platformsciphers_artila_m501_hamsi ->] || [wiki:r2011platformsimplementations_artila_m501_hamsi_sphlib sphlib] || 451553 || 221992 || 211 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_luffa256 <-] luffa256 [wiki:r2011platformsciphers_artila_m501_luffa256 ->] || [wiki:r2011platformsimplementations_artila_m501_luffa256_thomaz_basic thomaz_basic] || 518130 || 2056 || 224 || [wiki:r2011compilernames arm-artila-gcc -O2] || 3.3.2 || [wiki:r2011runs_27 Run 27]
|[wiki:r2011ciphers_blake32 <-] blake32 [wiki:r2011platformsciphers_artila_m501_blake32 ->] || [wiki:r2011platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || 667496 || 3992 || 272 || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2011runs_27 Run 27]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_artila_m501_blake256 ->] || [wiki:r2011platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || 915367 || 3952 || 272 || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash161 <-] cubehash161 [wiki:r2011platformsciphers_artila_m501_cubehash161 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash161_simple simple] || 50571833 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash1616 <-] cubehash1616 [wiki:r2011platformsciphers_artila_m501_cubehash1616 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash1616_simple simple] || 3866119 || 1824 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash162 <-] cubehash162 [wiki:r2011platformsciphers_artila_m501_cubehash162 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash162_simple simple] || 26268041 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash164 <-] cubehash164 [wiki:r2011platformsciphers_artila_m501_cubehash164 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash164_simple simple] || 13287116 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash168 <-] cubehash168 [wiki:r2011platformsciphers_artila_m501_cubehash168 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash168_simple simple] || 6961725 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash81 <-] cubehash81 [wiki:r2011platformsciphers_artila_m501_cubehash81 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash81_simple simple] || 25338263 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash816 <-] cubehash816 [wiki:r2011platformsciphers_artila_m501_cubehash816 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash816_simple simple] || 1958940 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash82 <-] cubehash82 [wiki:r2011platformsciphers_artila_m501_cubehash82 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash82_simple simple] || 12860404 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash832 <-] cubehash832 [wiki:r2011platformsciphers_artila_m501_cubehash832 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash832_simple simple] || 1189620 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash84 <-] cubehash84 [wiki:r2011platformsciphers_artila_m501_cubehash84 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash84_simple simple] || 6636578 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_cubehash88 <-] cubehash88 [wiki:r2011platformsciphers_artila_m501_cubehash88 ->] || [wiki:r2011platformsimplementations_artila_m501_cubehash88_simple simple] || 3525278 || 1824 || 280 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_shabal256 <-] shabal256 [wiki:r2011platformsciphers_artila_m501_shabal256 ->] || [wiki:r2011platformsimplementations_artila_m501_shabal256_tiny_portable-lowram tiny_portable-lowram] || 316620 || 1832 || 280 || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_sha1 <-] sha1 [wiki:r2011platformsciphers_artila_m501_sha1 ->] || [wiki:r2011platformsimplementations_artila_m501_sha1_avrcryptolib avrcryptolib] || 670860 || 2182 || 296 || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_artila_m501_sha256 ->] || [wiki:r2011platformsimplementations_artila_m501_sha256_sphlib sphlib] || 805556 || 38504 || 308 || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2011runs_34 Run 34]
