| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_0hash <-] 0hash [wiki:platformsciphers_fritzbox-7170_0hash ->] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || 14853 || 0 || 0 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_shabal256 <-] shabal256 [wiki:platformsciphers_fritzbox-7170_shabal256 ->] || [wiki:platformsimplementations_fritzbox-7170_shabal256_tiny_mips32el tiny_mips32el] || 93890 || 716 || 480 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_shabal512 <-] shabal512 [wiki:platformsciphers_fritzbox-7170_shabal512 ->] || [wiki:platformsimplementations_fritzbox-7170_shabal512_tiny_mips32el tiny_mips32el] || 94221 || 716 || 512 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash1632 <-] cubehash1632 [wiki:platformsciphers_fritzbox-7170_cubehash1632 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash1632_bitsliced bitsliced] || 3621795 || 1227 || 184 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash81 <-] cubehash81 [wiki:platformsciphers_fritzbox-7170_cubehash81 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash81_simple simple] || 27525338 || 2165 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash82 <-] cubehash82 [wiki:platformsciphers_fritzbox-7170_cubehash82 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_simple simple] || 13823791 || 2165 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash84 <-] cubehash84 [wiki:platformsciphers_fritzbox-7170_cubehash84 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_simple simple] || 7068981 || 2165 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash88 <-] cubehash88 [wiki:platformsciphers_fritzbox-7170_cubehash88 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_simple simple] || 3748094 || 2165 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash161 <-] cubehash161 [wiki:platformsciphers_fritzbox-7170_cubehash161 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash161_simple simple] || 55643945 || 2166 || 335 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash162 <-] cubehash162 [wiki:platformsciphers_fritzbox-7170_cubehash162 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash162_simple simple] || 28012806 || 2166 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash164 <-] cubehash164 [wiki:platformsciphers_fritzbox-7170_cubehash164 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash164_simple simple] || 14091932 || 2166 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash168 <-] cubehash168 [wiki:platformsciphers_fritzbox-7170_cubehash168 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash168_simple simple] || 7451919 || 2166 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash816 <-] cubehash816 [wiki:platformsciphers_fritzbox-7170_cubehash816 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_simple simple] || 2246538 || 2166 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash832 <-] cubehash832 [wiki:platformsciphers_fritzbox-7170_cubehash832 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_simple simple] || 1387739 || 2166 || 335 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_cubehash1616 <-] cubehash1616 [wiki:platformsciphers_fritzbox-7170_cubehash1616 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash1616_simple simple] || 4060939 || 2167 || 336 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_keccak1024 <-] keccak1024 [wiki:platformsciphers_fritzbox-7170_keccak1024 ->] || [wiki:platformsimplementations_fritzbox-7170_keccak1024_compact compact] || 1237020 || 2434 || 472 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_keccakc1024 <-] keccakc1024 [wiki:platformsciphers_fritzbox-7170_keccakc1024 ->] || [wiki:platformsimplementations_fritzbox-7170_keccakc1024_compact compact] || 1961239 || 2455 || 488 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_keccak256 <-] keccak256 [wiki:platformsciphers_fritzbox-7170_keccak256 ->] || [wiki:platformsimplementations_fritzbox-7170_keccak256_compact compact] || 630223 || 2518 || 480 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_luffa256 <-] luffa256 [wiki:platformsciphers_fritzbox-7170_luffa256 ->] || [wiki:platformsimplementations_fritzbox-7170_luffa256_thomaz_basic thomaz_basic] || 500731 || 2810 || 216 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_groestl256 <-] groestl256 [wiki:platformsciphers_fritzbox-7170_groestl256 ->] || [wiki:platformsimplementations_fritzbox-7170_groestl256_armcryptolib armcryptolib] || 14272913 || 2963 || 588 || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:runs_25 Run 25]
|[wiki:ciphers_blake32 <-] blake32 [wiki:platformsciphers_fritzbox-7170_blake32 ->] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || 188203 || 3106 || 340 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_25 Run 25]
