| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_shabal256 <-] shabal256 [wiki:platformsciphers_atmega1281_16mhz_shabal256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_shabal256_tiny_avr8 tiny_avr8] || 334411 || 852 || 274 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_shabal512 <-] shabal512 [wiki:platformsciphers_atmega1281_16mhz_shabal512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_shabal512_tiny_avr8 tiny_avr8] || 334636 || 852 || 306 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_luffa256 <-] luffa256 [wiki:platformsciphers_atmega1281_16mhz_luffa256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_luffa256_avr avr] || 1166386 || 894 || 152 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_luffa512 <-] luffa512 [wiki:platformsciphers_atmega1281_16mhz_luffa512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_luffa512_avr avr] || 2327265 || 1138 || 248 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_cubehash1632 <-] cubehash1632 [wiki:platformsciphers_atmega1281_16mhz_cubehash1632 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash1632_bitsliced bitsliced] || 9558186 || 1426 || 230 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_bmw256 <-] bmw256 [wiki:platformsciphers_atmega1281_16mhz_bmw256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_bmw256_avrcryptolib_tinyasm avrcryptolib_tinyasm] || 1370003 || 1910 || 335 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_groestl256 <-] groestl256 [wiki:platformsciphers_atmega1281_16mhz_groestl256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_groestl256_avrcryptolib avrcryptolib] || 13312968 || 2214 || 346 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_groestl512 <-] groestl512 [wiki:platformsciphers_atmega1281_16mhz_groestl512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_groestl512_avrcryptolib avrcryptolib] || 19713974 || 2306 || 642 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_skein256 <-] skein256 [wiki:platformsciphers_atmega1281_16mhz_skein256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_skein256_avrcryptolib_asm avrcryptolib_asm] || 1929016 || 2398 || 268 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_skein512 <-] skein512 [wiki:platformsciphers_atmega1281_16mhz_skein512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_skein512_avrcryptolib_asm avrcryptolib_asm] || 2405536 || 2500 || 429 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_echo256 <-] echo256 [wiki:platformsciphers_atmega1281_16mhz_echo256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_echo256_armcryptolib armcryptolib] || 5365723 || 3296 || 969 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_echo512 <-] echo512 [wiki:platformsciphers_atmega1281_16mhz_echo512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_echo512_armcryptolib armcryptolib] || 9647511 || 3312 || 1007 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_keccak256 <-] keccak256 [wiki:platformsciphers_atmega1281_16mhz_keccak256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_keccak256_compact compact] || 11253099 || 3386 || 790 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_blake32 <-] blake32 [wiki:platformsciphers_atmega1281_16mhz_blake32 ->] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || 1766194 || 3528 || 611 || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
