| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || 6101 || 765 || 96 || 12 || 6 || 3 || 0 || [wiki:measureDetailsPage_24_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || 30640 || 3832 || 530 || 112 || 82 || 67 || 52 || [wiki:measureDetailsPage_24_blake32_sphlib Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || 43474 || 5451 || 682 || 234 || 191 || 170 || 148 || [wiki:measureDetailsPage_24_blake64_sphlib-small Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_sphlib sphlib] || 23724 || 2986 || 416 || 89 || 66 || 54 || 42 || [wiki:measureDetailsPage_24_bmw256_sphlib Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_nslu2-openwrt_bmw512_sphlib sphlib] || 66683 || 8358 || 1047 || 209 || 143 || 111 || 78 || [wiki:measureDetailsPage_24_bmw512_sphlib Details]
|[wiki:ciphers_cubehash161 cubehash161] || [wiki:platformsimplementations_nslu2-openwrt_cubehash161_unrolled unrolled] || 106832 || 17924 || 6207 || 4778 || 4662 || 4601 || 4541 || [wiki:measureDetailsPage_24_cubehash161_unrolled Details]
|[wiki:ciphers_cubehash1616 cubehash1616] || [wiki:platformsimplementations_nslu2-openwrt_cubehash1616_unrolled unrolled] || 106733 || 13425 || 1996 || 534 || 429 || 377 || 325 || [wiki:measureDetailsPage_24_cubehash1616_unrolled Details]
|[wiki:ciphers_cubehash162 cubehash162] || [wiki:platformsimplementations_nslu2-openwrt_cubehash162_unrolled unrolled] || 106866 || 15680 || 3965 || 2535 || 2413 || 2355 || 2297 || [wiki:measureDetailsPage_24_cubehash162_unrolled Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_nslu2-openwrt_cubehash1632_unrolled5 unrolled5] || 44671 || 5615 || 798 || 189 || 145 || 123 || 101 || [wiki:measureDetailsPage_24_cubehash1632_unrolled5 Details]
|[wiki:ciphers_cubehash164 cubehash164] || [wiki:platformsimplementations_nslu2-openwrt_cubehash164_unrolled unrolled] || 107132 || 14591 || 2847 || 1413 || 1272 || 1229 || 1185 || [wiki:measureDetailsPage_24_cubehash164_unrolled Details]
|[wiki:ciphers_cubehash168 cubehash168] || [wiki:platformsimplementations_nslu2-openwrt_cubehash168_unrolled unrolled] || 108462 || 14194 || 2309 || 859 || 718 || 665 || 612 || [wiki:measureDetailsPage_24_cubehash168_unrolled Details]
|[wiki:ciphers_cubehash512 cubehash512] || [wiki:platformsimplementations_nslu2-openwrt_cubehash512_unrolled5 unrolled5] || 20931 || 2646 || 431 || 144 || 123 || 113 || 103 || [wiki:measureDetailsPage_24_cubehash512_unrolled5 Details]
|[wiki:ciphers_cubehash81 cubehash81] || [wiki:platformsimplementations_nslu2-openwrt_cubehash81_unrolled unrolled] || 61895 || 10172 || 3364 || 2546 || 2468 || 2431 || 2394 || [wiki:measureDetailsPage_24_cubehash81_unrolled Details]
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_nslu2-openwrt_cubehash816_unrolled unrolled] || 62011 || 7820 || 1165 || 313 || 252 || 221 || 191 || [wiki:measureDetailsPage_24_cubehash816_unrolled Details]
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_nslu2-openwrt_cubehash82_unrolled unrolled] || 61978 || 9009 || 2193 || 1341 || 1280 || 1258 || 1236 || [wiki:measureDetailsPage_24_cubehash82_unrolled Details]
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_nslu2-openwrt_cubehash832_unrolled unrolled] || 62028 || 7833 || 1090 || 239 || 178 || 148 || 118 || [wiki:measureDetailsPage_24_cubehash832_unrolled Details]
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_nslu2-openwrt_cubehash84_unrolled unrolled] || 62011 || 8425 || 1606 || 753 || 710 || 671 || 631 || [wiki:measureDetailsPage_24_cubehash84_unrolled Details]
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_nslu2-openwrt_cubehash88_unrolled unrolled] || 61978 || 8119 || 1310 || 460 || 399 || 368 || 338 || [wiki:measureDetailsPage_24_cubehash88_unrolled Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_nslu2-openwrt_echo256_sphlib-small sphlib-small] || 60465 || 7544 || 947 || 277 || 257 || 227 || 197 || [wiki:measureDetailsPage_24_echo256_sphlib-small Details]
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_nslu2-openwrt_echo512_sphlib-small sphlib-small] || 69709 || 8730 || 1092 || 523 || 455 || 429 || 404 || [wiki:measureDetailsPage_24_echo512_sphlib-small Details]
|[wiki:ciphers_echosp256 echosp256] || [wiki:platformsimplementations_nslu2-openwrt_echosp256_generic_opt32 generic_opt32] || 94962 || 12128 || 1521 || 372 || 276 || 250 || 223 || [wiki:measureDetailsPage_24_echosp256_generic_opt32 Details]
|[wiki:ciphers_echosp512 echosp512] || [wiki:platformsimplementations_nslu2-openwrt_echosp512_generic_opt32 generic_opt32] || 105386 || 13419 || 1681 || 432 || 403 || 326 || 250 || [wiki:measureDetailsPage_24_echosp512_generic_opt32 Details]
|[wiki:ciphers_fugue256 fugue256] || [wiki:platformsimplementations_nslu2-openwrt_fugue256_sphlib sphlib] || 42427 || 5933 || 880 || 218 || 171 || 147 || 123 || [wiki:measureDetailsPage_24_fugue256_sphlib Details]
|[wiki:ciphers_fugue512 fugue512] || [wiki:platformsimplementations_nslu2-openwrt_fugue512_sphlib sphlib] || 71055 || 9582 || 1402 || 380 || 307 || 270 || 233 || [wiki:measureDetailsPage_24_fugue512_sphlib Details]
|[wiki:ciphers_groestl256 groestl256] || [wiki:platformsimplementations_nslu2-openwrt_groestl256_opt32-xbx-rolled opt32-xbx-rolled] || 105403 || 13209 || 1950 || 503 || 399 || 348 || 296 || [wiki:measureDetailsPage_24_groestl256_opt32-xbx-rolled Details]
|[wiki:ciphers_groestl512 groestl512] || [wiki:platformsimplementations_nslu2-openwrt_groestl512_opt32 opt32] || 185136 || 23171 || 2909 || 810 || 630 || 540 || 449 || [wiki:measureDetailsPage_24_groestl512_opt32 Details]
|[wiki:ciphers_hamsi hamsi] || [wiki:platformsimplementations_nslu2-openwrt_hamsi_sphlib sphlib] || 27265 || 3824 || 785 || 379 || 328 || 294 || 260 || [wiki:measureDetailsPage_24_hamsi_sphlib Details]
|[wiki:ciphers_hamsi512 hamsi512] || [wiki:platformsimplementations_nslu2-openwrt_hamsi512_sphlib-small sphlib-small] || 43208 || 9337 || 1577 || 990 || 909 || 875 || 840 || [wiki:measureDetailsPage_24_hamsi512_sphlib-small Details]
|[wiki:ciphers_jh224 jh224] || [wiki:platformsimplementations_nslu2-openwrt_jh224_bitslice_opt32 bitslice_opt32] || 37622 || 7068 || 882 || 367 || 348 || 311 || 274 || [wiki:measureDetailsPage_24_jh224_bitslice_opt32 Details]
|[wiki:ciphers_jh256 jh256] || [wiki:platformsimplementations_nslu2-openwrt_jh256_bitslice_opt32 bitslice_opt32] || 37606 || 7072 || 883 || 367 || 330 || 311 || 292 || [wiki:measureDetailsPage_24_jh256_bitslice_opt32 Details]
|[wiki:ciphers_jh384 jh384] || [wiki:platformsimplementations_nslu2-openwrt_jh384_bitslice_opt32 bitslice_opt32] || 37622 || 7070 || 880 || 367 || 330 || 311 || 292 || [wiki:measureDetailsPage_24_jh384_bitslice_opt32 Details]
|[wiki:ciphers_jh512 jh512] || [wiki:platformsimplementations_nslu2-openwrt_jh512_bitslice_opt32 bitslice_opt32] || 37656 || 7082 || 883 || 367 || 330 || 311 || 292 || [wiki:measureDetailsPage_24_jh512_bitslice_opt32 Details]
|[wiki:ciphers_keccak1024 keccak1024] || [wiki:platformsimplementations_nslu2-openwrt_keccak1024_opt32u2nit_xbx opt32u2nit_xbx] || 49094 || 6222 || 781 || 281 || 231 || 214 || 198 || [wiki:measureDetailsPage_24_keccak1024_opt32u2nit_xbx Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_nslu2-openwrt_keccak256_opt32u2nit_xbx opt32u2nit_xbx] || 48828 || 6189 || 776 || 239 || 210 || 196 || 181 || [wiki:measureDetailsPage_24_keccak256_opt32u2nit_xbx Details]
|[wiki:ciphers_keccakc1024 keccakc1024] || [wiki:platformsimplementations_nslu2-openwrt_keccakc1024_sphlib-small sphlib-small] || 79335 || 9927 || 1240 || 736 || 658 || 628 || 598 || [wiki:measureDetailsPage_24_keccakc1024_sphlib-small Details]
|[wiki:ciphers_keccakc256 keccakc256] || [wiki:platformsimplementations_nslu2-openwrt_keccakc256_opt32bi-rvku2 opt32bi-rvku2] || 44339 || 5628 || 705 || 209 || 162 || 139 || 115 || [wiki:measureDetailsPage_24_keccakc256_opt32bi-rvku2 Details]
|[wiki:ciphers_keccakc448 keccakc448] || [wiki:platformsimplementations_nslu2-openwrt_keccakc448_opt32bi-rvku2 opt32bi-rvku2] || 42726 || 5439 || 682 || 204 || 178 || 164 || 151 || [wiki:measureDetailsPage_24_keccakc448_opt32bi-rvku2 Details]
|[wiki:ciphers_keccakc768 keccakc768] || [wiki:platformsimplementations_nslu2-openwrt_keccakc768_opt32bi-rvku2 opt32bi-rvku2] || 41546 || 5293 || 665 || 237 || 212 || 198 || 185 || [wiki:measureDetailsPage_24_keccakc768_opt32bi-rvku2 Details]
