| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_artila_m501_0hash_empty empty] || 1125 || 142 || 17 || 2 || 1 || 1 || 0 || [wiki:measureDetailsPage_14_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_artila_m501_blake32_sphlib sphlib] || 19890 || 2498 || 358 || 86 || 67 || 57 || 47 || [wiki:measureDetailsPage_14_blake32_sphlib Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_artila_m501_blake64_sphlib-small sphlib-small] || 33694 || 4219 || 525 || 186 || 153 || 136 || 119 || [wiki:measureDetailsPage_14_blake64_sphlib-small Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_artila_m501_bmw256_optc04 optc04] || 20453 || 2557 || 348 || 66 || 45 || 35 || 25 || [wiki:measureDetailsPage_14_bmw256_optc04 Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_artila_m501_bmw512_sphlib-small sphlib-small] || 35314 || 4433 || 555 || 151 || 116 || 99 || 81 || [wiki:measureDetailsPage_14_bmw512_sphlib-small Details]
|[wiki:ciphers_cubehash161 cubehash161] || [wiki:platformsimplementations_artila_m501_cubehash161_simple simple] || 695036 || 119329 || 43297 || 33774 || 33157 || 33984 || 34812 || [wiki:measureDetailsPage_14_cubehash161_simple Details]
|[wiki:ciphers_cubehash1616 cubehash1616] || [wiki:platformsimplementations_artila_m501_cubehash1616_simple simple] || 682988 || 85441 || 12917 || 3417 || 2739 || 2400 || 2060 || [wiki:measureDetailsPage_14_cubehash1616_simple Details]
|[wiki:ciphers_cubehash162 cubehash162] || [wiki:platformsimplementations_artila_m501_cubehash162_simple simple] || 683066 || 103081 || 27079 || 17591 || 16946 || 16603 || 16260 || [wiki:measureDetailsPage_14_cubehash162_simple Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_artila_m501_cubehash1632_sphlib-small sphlib-small] || 57060 || 7147 || 1111 || 264 || 205 || 180 || 156 || [wiki:measureDetailsPage_14_cubehash1632_sphlib-small Details]
|[wiki:ciphers_cubehash164 cubehash164] || [wiki:platformsimplementations_artila_m501_cubehash164_simple simple] || 683156 || 93526 || 18994 || 9491 || 8815 || 8473 || 8131 || [wiki:measureDetailsPage_14_cubehash164_simple Details]
|[wiki:ciphers_cubehash168 cubehash168] || [wiki:platformsimplementations_artila_m501_cubehash168_simple simple] || 683516 || 89530 || 14951 || 5442 || 4764 || 4425 || 4086 || [wiki:measureDetailsPage_14_cubehash168_simple Details]
|[wiki:ciphers_cubehash81 cubehash81] || [wiki:platformsimplementations_artila_m501_cubehash81_simple simple] || 344003 || 60723 || 21773 || 16935 || 16588 || 16436 || 16284 || [wiki:measureDetailsPage_14_cubehash81_simple Details]
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_artila_m501_cubehash816_simple simple] || 343744 || 43020 || 6420 || 1719 || 1395 || 1221 || 1047 || [wiki:measureDetailsPage_14_cubehash816_simple Details]
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_artila_m501_cubehash82_simple simple] || 344025 || 51148 || 13687 || 8830 || 8490 || 8338 || 8187 || [wiki:measureDetailsPage_14_cubehash82_simple Details]
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_artila_m501_cubehash832_simple simple] || 344126 || 43066 || 5922 || 1216 || 892 || 718 || 544 || [wiki:measureDetailsPage_14_cubehash832_simple Details]
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_artila_m501_cubehash84_simple simple] || 344048 || 48613 || 9463 || 4778 || 4436 || 4267 || 4099 || [wiki:measureDetailsPage_14_cubehash84_simple Details]
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_artila_m501_cubehash88_simple simple] || 343586 || 45027 || 7429 || 2755 || 2410 || 2236 || 2063 || [wiki:measureDetailsPage_14_cubehash88_simple Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_artila_m501_echo256_sphlib sphlib] || 63968 || 8048 || 1011 || 259 || 227 || 209 || 192 || [wiki:measureDetailsPage_14_echo256_sphlib Details]
