| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_artila_m501_0hash_empty empty] || 1125 || 145 || 18 || 2 || 1 || 1 || 0 || [wiki:measureDetailsPage_15_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_artila_m501_blake32_sphlib sphlib] || 19811 || 2502 || 358 || 86 || 67 || 57 || 47 || [wiki:measureDetailsPage_15_blake32_sphlib Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_artila_m501_blake64_sphlib-small sphlib-small] || 33536 || 4189 || 523 || 186 || 153 || 136 || 120 || [wiki:measureDetailsPage_15_blake64_sphlib-small Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_artila_m501_bmw256_optc04 optc04] || 20408 || 2557 || 347 || 65 || 45 || 35 || 25 || [wiki:measureDetailsPage_15_bmw256_optc04 Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_artila_m501_bmw512_sphlib-small sphlib-small] || 35291 || 4466 || 554 || 151 || 117 || 99 || 81 || [wiki:measureDetailsPage_15_bmw512_sphlib-small Details]
|[wiki:ciphers_cubehash161 cubehash161] || [wiki:platformsimplementations_artila_m501_cubehash161_simple simple] || 683415 || 117828 || 43296 || 33798 || 33167 || 32813 || 32459 || [wiki:measureDetailsPage_15_cubehash161_simple Details]
|[wiki:ciphers_cubehash1616 cubehash1616] || [wiki:platformsimplementations_artila_m501_cubehash1616_simple simple] || 682976 || 85431 || 12922 || 3414 || 2739 || 2400 || 2061 || [wiki:measureDetailsPage_15_cubehash1616_simple Details]
|[wiki:ciphers_cubehash162 cubehash162] || [wiki:platformsimplementations_artila_m501_cubehash162_simple simple] || 683145 || 101604 || 27071 || 17590 || 16915 || 16601 || 16288 || [wiki:measureDetailsPage_15_cubehash162_simple Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_artila_m501_cubehash1632_sphlib-small sphlib-small] || 56936 || 7133 || 1105 || 264 || 204 || 174 || 144 || [wiki:measureDetailsPage_15_cubehash1632_sphlib-small Details]
|[wiki:ciphers_cubehash164 cubehash164] || [wiki:platformsimplementations_artila_m501_cubehash164_simple simple] || 683055 || 93531 || 18991 || 9492 || 8822 || 8479 || 8135 || [wiki:measureDetailsPage_15_cubehash164_simple Details]
