| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_keccakc512 keccakc512] || [wiki:platformsimplementations_nslu2-openwrt_keccakc512_opt32u2nit_xbx opt32u2nit_xbx] || 48911 || 6232 || 780 || 240 || 210 || 196 || 181 || [wiki:measureDetailsPage_30_keccakc512_opt32u2nit_xbx Details]
|[wiki:ciphers_luffa256 luffa256] || [wiki:platformsimplementations_nslu2-openwrt_luffa256_sphlib sphlib] || 20033 || 2515 || 463 || 132 || 108 || 96 || 84 || [wiki:measureDetailsPage_30_luffa256_sphlib Details]
|[wiki:ciphers_luffa512 luffa512] || [wiki:platformsimplementations_nslu2-openwrt_luffa512_sphlib sphlib] || 38304 || 4798 || 895 || 244 || 197 || 173 || 150 || [wiki:measureDetailsPage_30_luffa512_sphlib Details]
|[wiki:ciphers_shabal256 shabal256] || [wiki:platformsimplementations_nslu2-openwrt_shabal256_tiny_armeb-mixed tiny_armeb-mixed] || 22643 || 2822 || 396 || 87 || 64 || 53 || 42 || [wiki:measureDetailsPage_30_shabal256_tiny_armeb-mixed Details]
|[wiki:ciphers_shabal512 shabal512] || [wiki:platformsimplementations_nslu2-openwrt_shabal512_tiny_armeb-mixed tiny_armeb-mixed] || 22610 || 2830 || 396 || 87 || 65 || 53 || 42 || [wiki:measureDetailsPage_30_shabal512_tiny_armeb-mixed Details]
|[wiki:ciphers_shavite3256 shavite3256] || [wiki:platformsimplementations_nslu2-openwrt_shavite3256_sphlib sphlib] || 49094 || 6153 || 882 || 212 || 164 || 140 || 115 || [wiki:measureDetailsPage_30_shavite3256_sphlib Details]
|[wiki:ciphers_shavite3512 shavite3512] || [wiki:platformsimplementations_nslu2-openwrt_shavite3512_IntelL1Cache IntelL1Cache] || 70773 || 8838 || 1111 || 350 || 280 || 256 || 231 || [wiki:measureDetailsPage_30_shavite3512_IntelL1Cache Details]
|[wiki:ciphers_simd256 simd256] || [wiki:platformsimplementations_nslu2-openwrt_simd256_sphlib sphlib] || 56957 || 8951 || 1119 || 331 || 274 || 245 || 217 || [wiki:measureDetailsPage_30_simd256_sphlib Details]
|[wiki:ciphers_skein256 skein256] || [wiki:platformsimplementations_nslu2-openwrt_skein256_sphlib-small sphlib-small] || 37589 || 4703 || 891 || 208 || 159 || 145 || 130 || [wiki:measureDetailsPage_30_skein256_sphlib-small Details]
|[wiki:ciphers_skein512 skein512] || [wiki:platformsimplementations_nslu2-openwrt_skein512_sphlib-small sphlib-small] || 44638 || 5586 || 701 || 275 || 235 || 215 || 194 || [wiki:measureDetailsPage_30_skein512_sphlib-small Details]
