| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || 6517 || 788 || 101 || 13 || 7 || 3 || 0 || [wiki:measureDetailsPage_17_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || 28346 || 3533 || 489 || 102 || 74 || 60 || 46 || [wiki:measureDetailsPage_17_blake32_sphlib Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib sphlib] || 38071 || 4765 || 602 || 226 || 187 || 167 || 148 || [wiki:measureDetailsPage_17_blake64_sphlib Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_sphlib sphlib] || 23408 || 2957 || 411 || 88 || 65 || 54 || 42 || [wiki:measureDetailsPage_17_bmw256_sphlib Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_nslu2-openwrt_bmw512_sphlib sphlib] || 66633 || 8323 || 1048 || 207 || 142 || 109 || 76 || [wiki:measureDetailsPage_17_bmw512_sphlib Details]
|[wiki:ciphers_cubehash161 cubehash161] || [wiki:platformsimplementations_nslu2-openwrt_cubehash161_unrolled unrolled] || 107281 || 17997 || 6229 || 4787 || 4668 || 4607 || 4545 || [wiki:measureDetailsPage_17_cubehash161_unrolled Details]
|[wiki:ciphers_cubehash1616 cubehash1616] || [wiki:platformsimplementations_nslu2-openwrt_cubehash1616_unrolled unrolled] || 107630 || 13487 || 2002 || 533 || 427 || 375 || 322 || [wiki:measureDetailsPage_17_cubehash1616_unrolled Details]
|[wiki:ciphers_cubehash162 cubehash162] || [wiki:platformsimplementations_nslu2-openwrt_cubehash162_unrolled unrolled] || 107348 || 15738 || 3978 || 2540 || 2416 || 2357 || 2298 || [wiki:measureDetailsPage_17_cubehash162_unrolled Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_nslu2-openwrt_cubehash1632_sphlib-small sphlib-small] || 65752 || 8215 || 1281 || 290 || 219 || 183 || 147 || [wiki:measureDetailsPage_17_cubehash1632_sphlib-small Details]
|[wiki:ciphers_cubehash164 cubehash164] || [wiki:platformsimplementations_nslu2-openwrt_cubehash164_unrolled unrolled] || 107597 || 14626 || 2852 || 1378 || 1290 || 1228 || 1166 || [wiki:measureDetailsPage_17_cubehash164_unrolled Details]
