| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_lm3s811-evb_0hash_empty empty] || 36 || 5 || 0 || 0 || 0 || 0 || 0 || [wiki:measureDetailsPage_29_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_lm3s811-evb_blake32_sphlib sphlib] || 3654 || 459 || 99 || 48 || 44 || 43 || 41 || [wiki:measureDetailsPage_29_blake32_sphlib Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_lm3s811-evb_blake64_sphlib sphlib] || 20095 || 2516 || 308 || 183 || 163 || 153 || 143 || [wiki:measureDetailsPage_29_blake64_sphlib Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_lm3s811-evb_bmw256_optbgbe optbgbe] || 3619 || 459 || 81 || 31 || 28 || 26 || 24 || [wiki:measureDetailsPage_29_bmw256_optbgbe Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_lm3s811-evb_bmw512_optbgbe optbgbe] || 15882 || 1992 || 249 || 87 || 72 || 64 || 56 || [wiki:measureDetailsPage_29_bmw512_optbgbe Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_lm3s811-evb_cubehash1632_sphlib sphlib] || 46087 || 5762 || 858 || 226 || 181 || 158 || 136 || [wiki:measureDetailsPage_29_cubehash1632_sphlib Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_lm3s811-evb_echo256_sphlib sphlib] || 37096 || 4637 || 575 || 211 || 210 || 192 || 174 || [wiki:measureDetailsPage_29_echo256_sphlib Details]
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_lm3s811-evb_echo512_sphlib sphlib] || 42782 || 5348 || 664 || 408 || 366 || 345 || 325 || [wiki:measureDetailsPage_29_echo512_sphlib Details]
|[wiki:ciphers_fugue256 fugue256] || [wiki:platformsimplementations_lm3s811-evb_fugue256_sphlib sphlib] || 33729 || 4360 || 648 || 184 || 151 || 135 || 118 || [wiki:measureDetailsPage_29_fugue256_sphlib Details]
|[wiki:ciphers_fugue512 fugue512] || [wiki:platformsimplementations_lm3s811-evb_fugue512_sphlib sphlib] || 125630 || 15963 || 2197 || 476 || 353 || 292 || 230 || [wiki:measureDetailsPage_29_fugue512_sphlib Details]
|[wiki:ciphers_groestl256 groestl256] || [wiki:platformsimplementations_lm3s811-evb_groestl256_sphlib sphlib] || 27060 || 3384 || 696 || 325 || 299 || 286 || 272 || [wiki:measureDetailsPage_29_groestl256_sphlib Details]
|[wiki:ciphers_groestl512 groestl512] || [wiki:platformsimplementations_lm3s811-evb_groestl512_sphlib sphlib] || 78254 || 9784 || 1217 || 550 || 473 || 434 || 396 || [wiki:measureDetailsPage_29_groestl512_sphlib Details]
|[wiki:ciphers_hamsi hamsi] || [wiki:platformsimplementations_lm3s811-evb_hamsi_sphlib sphlib] || 3874 || 696 || 272 || 220 || 216 || 214 || 212 || [wiki:measureDetailsPage_29_hamsi_sphlib Details]
|[wiki:ciphers_jh256 jh256] || [wiki:platformsimplementations_lm3s811-evb_jh256_sphlib sphlib] || 22250 || 5405 || 672 || 365 || 344 || 333 || 322 || [wiki:measureDetailsPage_29_jh256_sphlib Details]
|[wiki:ciphers_jh512 jh512] || [wiki:platformsimplementations_lm3s811-evb_jh512_sphlib sphlib] || 22286 || 5410 || 672 || 366 || 344 || 333 || 322 || [wiki:measureDetailsPage_29_jh512_sphlib Details]
|[wiki:ciphers_keccak keccak] || [wiki:platformsimplementations_lm3s811-evb_keccak_armasm armasm] || 16294 || 2057 || 257 || 136 || 119 || 111 || 103 || [wiki:measureDetailsPage_29_keccak_armasm Details]
|[wiki:ciphers_keccakc1024 keccakc1024] || [wiki:platformsimplementations_lm3s811-evb_keccakc1024_armasm armasm] || 14857 || 1880 || 234 || 206 || 191 || 183 || 176 || [wiki:measureDetailsPage_29_keccakc1024_armasm Details]
|[wiki:ciphers_keccakc256 keccakc256] || [wiki:platformsimplementations_lm3s811-evb_keccakc256_armasm armasm] || 17258 || 2180 || 272 || 114 || 96 || 88 || 79 || [wiki:measureDetailsPage_29_keccakc256_armasm Details]
|[wiki:ciphers_keccakc448 keccakc448] || [wiki:platformsimplementations_lm3s811-evb_keccakc448_armasm armasm] || 16470 || 2079 || 260 || 111 || 108 || 99 || 91 || [wiki:measureDetailsPage_29_keccakc448_armasm Details]
|[wiki:ciphers_keccakc512 keccakc512] || [wiki:platformsimplementations_lm3s811-evb_keccakc512_armasm armasm] || 16261 || 2055 || 257 || 111 || 107 || 105 || 104 || [wiki:measureDetailsPage_29_keccakc512_armasm Details]
|[wiki:ciphers_keccakc768 keccakc768] || [wiki:platformsimplementations_lm3s811-evb_keccakc768_armasm armasm] || 15561 || 1968 || 246 || 134 || 131 || 129 || 128 || [wiki:measureDetailsPage_29_keccakc768_armasm Details]
|[wiki:ciphers_luffa256 luffa256] || [wiki:platformsimplementations_lm3s811-evb_luffa256_sphlib sphlib] || 6365 || 797 || 187 || 99 || 93 || 90 || 87 || [wiki:measureDetailsPage_29_luffa256_sphlib Details]
|[wiki:ciphers_luffa384 luffa384] || [wiki:platformsimplementations_lm3s811-evb_luffa384_arm arm] || 19826 || 2491 || 509 || 237 || 218 || 208 || 199 || [wiki:measureDetailsPage_29_luffa384_arm Details]
|[wiki:ciphers_luffa512 luffa512] || [wiki:platformsimplementations_lm3s811-evb_luffa512_sphlib sphlib] || 15029 || 1880 || 383 || 175 || 160 || 153 || 146 || [wiki:measureDetailsPage_29_luffa512_sphlib Details]
|[wiki:ciphers_shabal256 shabal256] || [wiki:platformsimplementations_lm3s811-evb_shabal256_sphlib sphlib] || 7184 || 899 || 143 || 42 || 35 || 31 || 28 || [wiki:measureDetailsPage_29_shabal256_sphlib Details]
|[wiki:ciphers_shabal512 shabal512] || [wiki:platformsimplementations_lm3s811-evb_shabal512_sphlib sphlib] || 7242 || 906 || 144 || 42 || 35 || 31 || 28 || [wiki:measureDetailsPage_29_shabal512_sphlib Details]
|[wiki:ciphers_shavite3256 shavite3256] || [wiki:platformsimplementations_lm3s811-evb_shavite3256_sphlib sphlib] || 7409 || 933 || 222 || 121 || 113 || 110 || 106 || [wiki:measureDetailsPage_29_shavite3256_sphlib Details]
|[wiki:ciphers_simd256 simd256] || [wiki:platformsimplementations_lm3s811-evb_simd256_sphlib sphlib] || 12223 || 3013 || 375 || 209 || 197 || 191 || 185 || [wiki:measureDetailsPage_29_simd256_sphlib Details]
|[wiki:ciphers_skein256 skein256] || [wiki:platformsimplementations_lm3s811-evb_skein256_sphlib-small sphlib-small] || 10121 || 1274 || 232 || 153 || 148 || 145 || 142 || [wiki:measureDetailsPage_29_skein256_sphlib-small Details]
|[wiki:ciphers_skein512 skein512] || [wiki:platformsimplementations_lm3s811-evb_skein512_sphlib sphlib] || 23631 || 2963 || 370 || 202 || 190 || 184 || 178 || [wiki:measureDetailsPage_29_skein512_sphlib Details]
