| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || 12614 || 1545 || 194 || 24 || 12 || 6 || 0 || [wiki:measureDetailsPage_9_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || 34914 || 4401 || 597 || 126 || 92 || 75 || 58 || [wiki:measureDetailsPage_9_blake32_sphlib-small Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_fritzbox-7170_blake64_armcryptolib armcryptolib] || 39604 || 4997 || 632 || 208 || 169 || 149 || 129 || [wiki:measureDetailsPage_9_blake64_armcryptolib Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_fritzbox-7170_bmw256_armcryptolib-speed armcryptolib-speed] || 50297 || 6339 || 823 || 135 || 87 || 62 || 37 || [wiki:measureDetailsPage_9_bmw256_armcryptolib-speed Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_fritzbox-7170_bmw512_sphlib-small sphlib-small] || 79460 || 10070 || 1265 || 226 || 147 || 108 || 68 || [wiki:measureDetailsPage_9_bmw512_sphlib-small Details]
|[wiki:ciphers_cubehash161 cubehash161] || [wiki:platformsimplementations_fritzbox-7170_cubehash161_unrolled unrolled] || 135839 || 22403 || 7489 || 5654 || 5509 || 5436 || 5362 || [wiki:measureDetailsPage_9_cubehash161_unrolled Details]
|[wiki:ciphers_cubehash1616 cubehash1616] || [wiki:platformsimplementations_fritzbox-7170_cubehash1616_unrolled unrolled] || 135826 || 17091 || 2508 || 643 || 510 || 443 || 376 || [wiki:measureDetailsPage_9_cubehash1616_unrolled Details]
|[wiki:ciphers_cubehash162 cubehash162] || [wiki:platformsimplementations_fritzbox-7170_cubehash162_unrolled unrolled] || 136064 || 19764 || 4834 || 2968 || 2849 || 2776 || 2704 || [wiki:measureDetailsPage_9_cubehash162_unrolled Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_fritzbox-7170_cubehash1632_sphlib-small sphlib-small] || 90948 || 11387 || 1858 || 374 || 268 || 215 || 162 || [wiki:measureDetailsPage_9_cubehash1632_sphlib-small Details]
|[wiki:ciphers_cubehash164 cubehash164] || [wiki:platformsimplementations_fritzbox-7170_cubehash164_unrolled unrolled] || 136144 || 18444 || 3504 || 1639 || 1506 || 1447 || 1387 || [wiki:measureDetailsPage_9_cubehash164_unrolled Details]
|[wiki:ciphers_cubehash168 cubehash168] || [wiki:platformsimplementations_fritzbox-7170_cubehash168_unrolled unrolled] || 135866 || 17753 || 2839 || 975 || 842 || 775 || 708 || [wiki:measureDetailsPage_9_cubehash168_unrolled Details]
|[wiki:ciphers_cubehash81 cubehash81] || [wiki:platformsimplementations_fritzbox-7170_cubehash81_unrolled unrolled] || 82362 || 13212 || 4112 || 2978 || 2911 || 2865 || 2819 || [wiki:measureDetailsPage_9_cubehash81_unrolled Details]
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_unrolled unrolled] || 82534 || 10421 || 1514 || 379 || 298 || 258 || 217 || [wiki:measureDetailsPage_9_cubehash816_unrolled Details]
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_unrolled unrolled] || 82561 || 11821 || 2725 || 1592 || 1511 || 1478 || 1445 || [wiki:measureDetailsPage_9_cubehash82_unrolled Details]
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_unrolled unrolled] || 82627 || 10428 || 1425 || 293 || 212 || 171 || 131 || [wiki:measureDetailsPage_9_cubehash832_unrolled Details]
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_unrolled unrolled] || 82495 || 11127 || 2037 || 900 || 818 || 778 || 737 || [wiki:measureDetailsPage_9_cubehash84_unrolled Details]
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_unrolled unrolled] || 82574 || 10786 || 1688 || 553 || 472 || 431 || 391 || [wiki:measureDetailsPage_9_cubehash88_unrolled Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || 73683 || 9219 || 1153 || 278 || 238 || 201 || 164 || [wiki:measureDetailsPage_9_echo256_sphlib-small Details]
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_sphlib-small sphlib-small] || 82163 || 10342 || 1294 || 486 || 406 || 364 || 323 || [wiki:measureDetailsPage_9_echo512_sphlib-small Details]
|[wiki:ciphers_echosp256 echosp256] || [wiki:platformsimplementations_fritzbox-7170_echosp256_generic_opt32 generic_opt32] || 156191 || 19855 || 2493 || 672 || 504 || 461 || 419 || [wiki:measureDetailsPage_9_echosp256_generic_opt32 Details]
|[wiki:ciphers_echosp512 echosp512] || [wiki:platformsimplementations_fritzbox-7170_echosp512_generic_opt32 generic_opt32] || 172979 || 21848 || 2737 || 757 || 672 || 580 || 488 || [wiki:measureDetailsPage_9_echosp512_generic_opt32 Details]
|[wiki:ciphers_essence224 essence224] || [wiki:platformsimplementations_fritzbox-7170_essence224_gcc gcc] || 94473 || 24600 || 3834 || 1820 || 1676 || 1613 || 1551 || [wiki:measureDetailsPage_9_essence224_gcc Details]
|[wiki:ciphers_essence256 essence256] || [wiki:platformsimplementations_fritzbox-7170_essence256_gcc gcc] || 94857 || 24723 || 3838 || 1820 || 1677 || 1614 || 1551 || [wiki:measureDetailsPage_9_essence256_gcc Details]
|[wiki:ciphers_essence384 essence384] || [wiki:platformsimplementations_fritzbox-7170_essence384_gcc gcc] || 115129 || 30134 || 3752 || 1294 || 1119 || 1042 || 965 || [wiki:measureDetailsPage_9_essence384_gcc Details]
|[wiki:ciphers_essence512 essence512] || [wiki:platformsimplementations_fritzbox-7170_essence512_gcc gcc] || 115023 || 30142 || 3758 || 1296 || 1119 || 1042 || 964 || [wiki:measureDetailsPage_9_essence512_gcc Details]
|[wiki:ciphers_fugue256 fugue256] || [wiki:platformsimplementations_fritzbox-7170_fugue256_sphlib sphlib] || 69881 || 10067 || 1451 || 268 || 183 || 141 || 99 || [wiki:measureDetailsPage_9_fugue256_sphlib Details]
|[wiki:ciphers_fugue512 fugue512] || [wiki:platformsimplementations_fritzbox-7170_fugue512_sphlib sphlib] || 103072 || 14289 || 1946 || 405 || 295 || 240 || 185 || [wiki:measureDetailsPage_9_fugue512_sphlib Details]
|[wiki:ciphers_groestl256 groestl256] || [wiki:platformsimplementations_fritzbox-7170_groestl256_opt32-xbx-rolled opt32-xbx-rolled] || 174635 || 22035 || 3080 || 630 || 458 || 368 || 277 || [wiki:measureDetailsPage_9_groestl256_opt32-xbx-rolled Details]
|[wiki:ciphers_groestl512 groestl512] || [wiki:platformsimplementations_fritzbox-7170_groestl512_sphlib-small sphlib-small] || 157622 || 19661 || 2466 || 815 || 662 || 585 || 507 || [wiki:measureDetailsPage_9_groestl512_sphlib-small Details]
|[wiki:ciphers_hamsi hamsi] || [wiki:platformsimplementations_fritzbox-7170_hamsi_sphlib-small sphlib-small] || 53490 || 7135 || 1187 || 348 || 283 || 250 || 218 || [wiki:measureDetailsPage_9_hamsi_sphlib-small Details]
|[wiki:ciphers_hamsi512 hamsi512] || [wiki:platformsimplementations_fritzbox-7170_hamsi512_sphlib-small sphlib-small] || 77937 || 14247 || 2075 || 945 || 861 || 816 || 772 || [wiki:measureDetailsPage_9_hamsi512_sphlib-small Details]
|[wiki:ciphers_jh224 jh224] || [wiki:platformsimplementations_fritzbox-7170_jh224_bitslice_opt32 bitslice_opt32] || 48164 || 8233 || 1018 || 351 || 303 || 279 || 256 || [wiki:measureDetailsPage_9_jh224_bitslice_opt32 Details]
|[wiki:ciphers_jh256 jh256] || [wiki:platformsimplementations_fritzbox-7170_jh256_bitslice_opt32 bitslice_opt32] || 48389 || 8187 || 1021 || 351 || 304 || 279 || 255 || [wiki:measureDetailsPage_9_jh256_bitslice_opt32 Details]
|[wiki:ciphers_jh384 jh384] || [wiki:platformsimplementations_fritzbox-7170_jh384_bitslice_opt32 bitslice_opt32] || 48681 || 8306 || 1025 || 352 || 304 || 279 || 255 || [wiki:measureDetailsPage_9_jh384_bitslice_opt32 Details]
|[wiki:ciphers_jh512 jh512] || [wiki:platformsimplementations_fritzbox-7170_jh512_bitslice_opt32 bitslice_opt32] || 48853 || 8293 || 1028 || 353 || 304 || 280 || 255 || [wiki:measureDetailsPage_9_jh512_bitslice_opt32 Details]
|[wiki:ciphers_keccak1024 keccak1024] || [wiki:platformsimplementations_fritzbox-7170_keccak1024_opt32u2 opt32u2] || 76983 || 9931 || 1281 || 320 || 241 || 199 || 157 || [wiki:measureDetailsPage_9_keccak1024_opt32u2 Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_fritzbox-7170_keccak256_opt32u2 opt32u2] || 75962 || 9792 || 1264 || 289 || 224 || 191 || 157 || [wiki:measureDetailsPage_9_keccak256_opt32u2 Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_fritzbox-7170_keccak256_sphlib-small sphlib-small] || 108160 || 13586 || 1698 || 416 || 337 || 298 || 258 || [wiki:measureDetailsPage_9_keccak256_sphlib-small Details]
|[wiki:ciphers_keccak512 keccak512] || [wiki:platformsimplementations_fritzbox-7170_keccak512_sphlib-small sphlib-small] || 101164 || 12602 || 1571 || 642 || 541 || 491 || 440 || [wiki:measureDetailsPage_9_keccak512_sphlib-small Details]
|[wiki:ciphers_lane256 lane256] || [wiki:platformsimplementations_fritzbox-7170_lane256_c c] || 246755 || 43465 || 5420 || 2045 || 1804 || 1692 || 1580 || [wiki:measureDetailsPage_9_lane256_c Details]
|[wiki:ciphers_lane512 lane512] || [wiki:platformsimplementations_fritzbox-7170_lane512_c c] || 593945 || 108138 || 13523 || 3273 || 2714 || 2422 || 2130 || [wiki:measureDetailsPage_9_lane512_c Details]
|[wiki:ciphers_luffa256 luffa256] || [wiki:platformsimplementations_fritzbox-7170_luffa256_opt32 opt32] || 34159 || 4295 || 702 || 182 || 144 || 126 || 107 || [wiki:measureDetailsPage_9_luffa256_opt32 Details]
|[wiki:ciphers_luffa384 luffa384] || [wiki:platformsimplementations_fritzbox-7170_luffa384_opt32 opt32] || 46759 || 5871 || 946 || 250 || 199 || 174 || 149 || [wiki:measureDetailsPage_9_luffa384_opt32 Details]
|[wiki:ciphers_luffa512 luffa512] || [wiki:platformsimplementations_fritzbox-7170_luffa512_opt32 opt32] || 57094 || 7201 || 1148 || 318 || 258 || 228 || 199 || [wiki:measureDetailsPage_9_luffa512_opt32 Details]
|[wiki:ciphers_mcssha4 mcssha4] || [wiki:platformsimplementations_fritzbox-7170_mcssha4_ref ref] || 29309 || 3844 || 572 || 170 || 140 || 126 || 111 || [wiki:measureDetailsPage_9_mcssha4_ref Details]
|[wiki:ciphers_mcssha5 mcssha5] || [wiki:platformsimplementations_fritzbox-7170_mcssha5_ref ref] || 35550 || 4603 || 680 || 182 || 147 || 129 || 111 || [wiki:measureDetailsPage_9_mcssha5_ref Details]
|[wiki:ciphers_mcssha6 mcssha6] || [wiki:platformsimplementations_fritzbox-7170_mcssha6_ref ref] || 33867 || 4409 || 652 || 179 || 145 || 128 || 111 || [wiki:measureDetailsPage_9_mcssha6_ref Details]
|[wiki:ciphers_md6d224 md6d224] || [wiki:platformsimplementations_fritzbox-7170_md6d224_ref ref] || 226853 || 28408 || 3561 || 450 || 446 || 339 || 232 || [wiki:measureDetailsPage_9_md6d224_ref Details]
|[wiki:ciphers_md6d256 md6d256] || [wiki:platformsimplementations_fritzbox-7170_md6d256_ref ref] || 234048 || 29400 || 3680 || 465 || 473 || 365 || 258 || [wiki:measureDetailsPage_9_md6d256_ref Details]
|[wiki:ciphers_md6d384 md6d384] || [wiki:platformsimplementations_fritzbox-7170_md6d384_ref ref] || 265000 || 33319 || 4493 || 526 || 564 || 441 || 317 || [wiki:measureDetailsPage_9_md6d384_ref Details]
|[wiki:ciphers_md6d512 md6d512] || [wiki:platformsimplementations_fritzbox-7170_md6d512_ref ref] || 296906 || 37175 || 4653 || 584 || 658 || 531 || 405 || [wiki:measureDetailsPage_9_md6d512_ref Details]
|[wiki:ciphers_nasha256 nasha256] || [wiki:platformsimplementations_fritzbox-7170_nasha256_opt opt] || 33072 || 4175 || 580 || 122 || 90 || 73 || 57 || [wiki:measureDetailsPage_9_nasha256_opt Details]
|[wiki:ciphers_nasha512 nasha512] || [wiki:platformsimplementations_fritzbox-7170_nasha512_opt opt] || 42241 || 5308 || 670 || 140 || 98 || 77 || 56 || [wiki:measureDetailsPage_9_nasha512_opt Details]
|[wiki:ciphers_sarmal256 sarmal256] || [wiki:platformsimplementations_fritzbox-7170_sarmal256_opt64 opt64] || 130486 || 16458 || 2063 || 926 || 794 || 727 || 661 || [wiki:measureDetailsPage_9_sarmal256_opt64 Details]
|[wiki:ciphers_sarmal512 sarmal512] || [wiki:platformsimplementations_fritzbox-7170_sarmal512_opt64 opt64] || 155012 || 19415 || 2417 || 1134 || 981 || 906 || 831 || [wiki:measureDetailsPage_9_sarmal512_opt64 Details]
|[wiki:ciphers_shabal256 shabal256] || [wiki:platformsimplementations_fritzbox-7170_shabal256_sphlib sphlib] || 64223 || 8078 || 1307 || 187 || 108 || 68 || 28 || [wiki:measureDetailsPage_9_shabal256_sphlib Details]
|[wiki:ciphers_shabal512 shabal512] || [wiki:platformsimplementations_fritzbox-7170_shabal512_sphlib sphlib] || 63984 || 8025 || 1315 || 188 || 108 || 68 || 27 || [wiki:measureDetailsPage_9_shabal512_sphlib Details]
|[wiki:ciphers_shavite3256 shavite3256] || [wiki:platformsimplementations_fritzbox-7170_shavite3256_256-nosalt-smallc 256-nosalt-smallc] || 118455 || 14860 || 2875 || 1225 || 1108 || 1058 || 1009 || [wiki:measureDetailsPage_9_shavite3256_256-nosalt-smallc Details]
|[wiki:ciphers_simd256 simd256] || [wiki:platformsimplementations_fritzbox-7170_simd256_sphlib-small sphlib-small] || 65177 || 10131 || 1269 || 350 || 284 || 251 || 218 || [wiki:measureDetailsPage_9_simd256_sphlib-small Details]
|[wiki:ciphers_simd512 simd512] || [wiki:platformsimplementations_fritzbox-7170_simd512_opt opt] || 88868 || 15339 || 1917 || 435 || 348 || 304 || 260 || [wiki:measureDetailsPage_9_simd512_opt Details]
