| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_lm3s811-evb_0hash_empty empty] || 36 || 5 || 0 || 0 || 0 || 0 || 0 || [wiki:measureDetailsPage_6_0hash_empty Details]
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_lm3s811-evb_blake32_sphlib sphlib] || 3654 || 459 || 99 || 48 || 44 || 43 || 41 || [wiki:measureDetailsPage_6_blake32_sphlib Details]
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_lm3s811-evb_blake64_sphlib sphlib] || 20095 || 2516 || 308 || 183 || 163 || 153 || 143 || [wiki:measureDetailsPage_6_blake64_sphlib Details]
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_lm3s811-evb_bmw256_armcryptolib-speed armcryptolib-speed] || 4166 || 528 || 91 || 34 || 30 || 28 || 26 || [wiki:measureDetailsPage_6_bmw256_armcryptolib-speed Details]
|[wiki:ciphers_bmw512 bmw512] || [wiki:platformsimplementations_lm3s811-evb_bmw512_sphlib sphlib] || 17233 || 2161 || 265 || 96 || 79 || 71 || 62 || [wiki:measureDetailsPage_6_bmw512_sphlib Details]
|[wiki:ciphers_cubehash161 cubehash161] || [wiki:platformsimplementations_lm3s811-evb_cubehash161_unrolled unrolled] || 102199 || 17616 || 6437 || 5039 || 4940 || 4890 || 4840 || [wiki:measureDetailsPage_6_cubehash161_unrolled Details]
|[wiki:ciphers_cubehash1616 cubehash1616] || [wiki:platformsimplementations_lm3s811-evb_cubehash1616_unrolled unrolled] || 102198 || 12820 || 1940 || 542 || 443 || 393 || 343 || [wiki:measureDetailsPage_6_cubehash1616_unrolled Details]
|[wiki:ciphers_cubehash162 cubehash162] || [wiki:platformsimplementations_lm3s811-evb_cubehash162_unrolled unrolled] || 102198 || 15218 || 4038 || 2641 || 2541 || 2491 || 2441 || [wiki:measureDetailsPage_6_cubehash162_unrolled Details]
|[wiki:ciphers_cubehash1632 cubehash1632] || [wiki:platformsimplementations_lm3s811-evb_cubehash1632_sphlib sphlib] || 46087 || 5762 || 858 || 226 || 181 || 158 || 136 || [wiki:measureDetailsPage_6_cubehash1632_sphlib Details]
|[wiki:ciphers_cubehash164 cubehash164] || [wiki:platformsimplementations_lm3s811-evb_cubehash164_unrolled unrolled] || 102199 || 14019 || 2839 || 1442 || 1342 || 1292 || 1242 || [wiki:measureDetailsPage_6_cubehash164_unrolled Details]
|[wiki:ciphers_cubehash168 cubehash168] || [wiki:platformsimplementations_lm3s811-evb_cubehash168_unrolled unrolled] || 102199 || 13419 || 2239 || 842 || 742 || 692 || 643 || [wiki:measureDetailsPage_6_cubehash168_unrolled Details]
|[wiki:ciphers_cubehash81 cubehash81] || [wiki:platformsimplementations_lm3s811-evb_cubehash81_unrolled unrolled] || 53650 || 9236 || 3366 || 2633 || 2580 || 2554 || 2528 || [wiki:measureDetailsPage_6_cubehash81_unrolled Details]
