| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266045485 || 266048728 || 3243 || 12
|5 || 266067829 || 266076309 || 8480 || 32
|9 || 266043890 || 266046966 || 3076 || 12
|14 || 266043357 || 266046716 || 3359 || 13
|15 || 266056392 || 266065153 || 8761 || 33
|16 || 266032452 || 266035794 || 3342 || 13
|50 || 266052136 || 266060565 || 8429 || 32
|319 || 266056392 || 266065220 || 8828 || 33
|599 || 266025004 || 266030623 || 5619 || 21
|1229 || 266029260 || 266032768 || 3508 || 13
|1933 || 266028728 || 266032236 || 3508 || 13
|2213 || 266039368 || 266042809 || 3441 || 13
|2304 || 266047082 || 266050690 || 3608 || 14
|2600 || 266063574 || 266072734 || 9160 || 34
|2903 || 266050806 || 266054281 || 3475 || 13
|3205 || 266048411 || 266057290 || 8879 || 33
|3299 || 266027398 || 266031139 || 3741 || 14
|3491 || 266049741 || 266052286 || 2545 || 10
|3578 || 266042559 || 266046118 || 3559 || 13
|3734 || 266025270 || 266031305 || 6035 || 23
|3867 || 266043890 || 266047049 || 3159 || 12
|4033 || 266030856 || 266033499 || 2643 || 10
|4354 || 266038570 || 266041612 || 3042 || 11
|4627 || 266029526 || 266032253 || 2727 || 10
|4919 || 266041762 || 266045021 || 3259 || 12
|5368 || 266034047 || 266037273 || 3226 || 12
|5816 || 266055062 || 266063873 || 8811 || 33
|5922 || 266039368 || 266043159 || 3791 || 14
|6009 || 266034846 || 266041164 || 6318 || 24
|6053 || 266033249 || 266036409 || 3160 || 12
|6095 || 266067564 || 266076941 || 9377 || 35
|6302 || 266044422 || 266048146 || 3724 || 14
|6348 || 266034580 || 266038354 || 3774 || 14
|6712 || 266035377 || 266039551 || 4174 || 16
|7245 || 266045485 || 266055129 || 9644 || 36
|7328 || 266047082 || 266050939 || 3857 || 14
|7513 || 266031654 || 266035411 || 3757 || 14
|7776 || 266044954 || 266054597 || 9643 || 36
|8056 || 266057456 || 266067215 || 9759 || 37
|8473 || 266035644 || 266039335 || 3691 || 14
|9062 || 266033782 || 266037373 || 3591 || 13
|9636 || 266056392 || 266065985 || 9593 || 36
|9927 || 266040964 || 266045154 || 4190 || 16
|10037 || 266049210 || 266053100 || 3890 || 15
|10418 || 266039900 || 266043657 || 3757 || 14
|10619 || 266032984 || 266039568 || 6584 || 25
|10850 || 266028462 || 266032568 || 4106 || 15
|11023 || 266027132 || 266031189 || 4057 || 15
|11052 || 266047348 || 266051637 || 4289 || 16
|11254 || 266027930 || 266034829 || 6899 || 26
|11403 || 266031654 || 266037589 || 5935 || 22
|11554 || 266035644 || 266039351 || 3707 || 14
|11699 || 266040166 || 266043441 || 3275 || 12
|11772 || 266027930 || 266031937 || 4007 || 15
|11840 || 266027398 || 266033233 || 5835 || 22
|11930 || 266034846 || 266038487 || 3641 || 14
|12026 || 266066233 || 266075544 || 9311 || 35
|12246 || 266069692 || 266079335 || 9643 || 36
|12479 || 266044422 || 266048296 || 3874 || 15
|12934 || 266032452 || 266035943 || 3491 || 13
|13398 || 266036175 || 266039983 || 3808 || 14
|13735 || 266043357 || 266048778 || 5421 || 20
|13919 || 266040166 || 266044090 || 3924 || 15
|14057 || 266028195 || 266031887 || 3692 || 14
|14332 || 266047082 || 266050208 || 3126 || 12
|14380 || 266027930 || 266031737 || 3807 || 14
|14381 || 266044954 || 266054380 || 9426 || 35
|14383 || 266032984 || 266036475 || 3491 || 13
|14384 || 266027132 || 266031189 || 4057 || 15
|14385 || 266044422 || 266051255 || 6833 || 26
