| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 213141195 || 213130596 || 10599 || 50
|2 || 212307400 || 212303240 || 4160 || 20
|3 || 214054491 || 214046993 || 7498 || 35
|5 || 212929832 || 212916556 || 13276 || 62
|7 || 212999792 || 212988278 || 11514 || 54
|9 || 212353827 || 212347481 || 6346 || 30
|142 || 212913507 || 212909122 || 4385 || 21
|456 || 212401740 || 212394002 || 7738 || 36
|720 || 213375243 || 213366128 || 9115 || 43
|1500 || 213781012 || 213766980 || 14032 || 66
|2336 || 212167267 || 212161809 || 5458 || 26
|2634 || 212880436 || 212867875 || 12561 || 59
|2893 || 213229176 || 213222193 || 6983 || 33
|3169 || 212375452 || 212367754 || 7698 || 36
|3626 || 212222600 || 212212994 || 9606 || 45
|3892 || 214005732 || 213999253 || 6479 || 30
|4154 || 212405979 || 212394771 || 11208 || 53
|4429 || 213311432 || 213301481 || 9951 || 47
|4684 || 214075480 || 214064390 || 11090 || 52
|4947 || 212847788 || 212838407 || 9381 || 44
|5200 || 212443292 || 212436044 || 7248 || 34
|5461 || 212986224 || 212970722 || 15502 || 73
|5719 || 212331144 || 212313879 || 17265 || 81
|6065 || 212675431 || 212660261 || 15170 || 71
|6414 || 213888072 || 213877552 || 10520 || 49
|6797 || 213424216 || 213413086 || 11130 || 52
|7182 || 214041984 || 214028853 || 13131 || 61
|7343 || 213509016 || 213507996 || 1020 || 5
|7502 || 213424427 || 213420215 || 4212 || 20
|7667 || 212623704 || 212611951 || 11753 || 55
|7831 || 214033716 || 214022639 || 11077 || 52
|8173 || 212970960 || 212965329 || 5631 || 26
|8314 || 212732460 || 212725517 || 6943 || 33
|8894 || 212988768 || 212980275 || 8493 || 40
|9388 || 212689636 || 212681209 || 8427 || 40
|9601 || 212398984 || 212384886 || 14098 || 66
|9932 || 214023964 || 214012437 || 11527 || 54
|10265 || 213071447 || 213065671 || 5776 || 27
|10717 || 212640452 || 212630130 || 10322 || 49
|11045 || 213981988 || 213968327 || 13661 || 64
|11486 || 214060640 || 214054625 || 6015 || 28
|12034 || 212729068 || 212722933 || 6135 || 29
|12298 || 213868992 || 213860380 || 8612 || 40
|12562 || 212605260 || 212600093 || 5167 || 24
|13046 || 213306980 || 213293227 || 13753 || 64
|13259 || 214064244 || 214051776 || 12468 || 58
|13476 || 212255884 || 212255076 || 808 || 4
|13666 || 212523428 || 212510496 || 12932 || 61
|13803 || 212359128 || 212342155 || 16973 || 80
|13997 || 213269668 || 213262341 || 7327 || 34
|14124 || 212542508 || 212535923 || 6585 || 31
|14253 || 212894216 || 212887763 || 6453 || 30
|14382 || 213247196 || 213236384 || 10812 || 51
|14450 || 213426759 || 213420241 || 6518 || 31
|14511 || 212109816 || 212093797 || 16019 || 76
|14580 || 213092436 || 213083532 || 8904 || 42
|14647 || 213069328 || 213060093 || 9235 || 43
|14851 || 212404920 || 212397951 || 6969 || 33
|15055 || 213572615 || 213566296 || 6319 || 30
|15233 || 213020992 || 213010962 || 10030 || 47
|15404 || 212299768 || 212294839 || 4929 || 23
|15595 || 212932164 || 212922637 || 9527 || 45
|15848 || 214046860 || 214035783 || 11077 || 52
|16254 || 213626040 || 213618501 || 7539 || 35
|16885 || 212768924 || 212760020 || 8904 || 42
|17212 || 212040492 || 212028342 || 12150 || 57
|17562 || 212303160 || 212289897 || 13263 || 62
|17843 || 213796911 || 213787942 || 8969 || 42
|18209 || 213131020 || 213118260 || 12760 || 60
|18353 || 212330931 || 212321087 || 9844 || 46
|18355 || 213325423 || 213322324 || 3099 || 15
|18357 || 212361883 || 212360294 || 1589 || 7
|18358 || 212285988 || 212278621 || 7367 || 35
|18360 || 212185075 || 212168659 || 16416 || 77
