| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999638 || 418 || 26
|1 || 16000056 || 15999638 || 418 || 26
|2 || 16000056 || 15999638 || 418 || 26
|4 || 16000056 || 15999639 || 417 || 26
|5 || 16000056 || 15999638 || 418 || 26
|6 || 16000056 || 15999639 || 417 || 26
|62 || 16000056 || 15999638 || 418 || 26
|329 || 16000056 || 15999635 || 421 || 26
|763 || 16000056 || 15999634 || 422 || 26
|2713 || 16000056 || 15999636 || 420 || 26
|4928 || 16000056 || 15999634 || 422 || 26
|7186 || 16000056 || 15999635 || 421 || 26
|9427 || 16000056 || 15999629 || 427 || 27
|10449 || 16000056 || 15999628 || 428 || 27
|11203 || 16000056 || 15999628 || 428 || 27
|11348 || 16000056 || 15999628 || 428 || 27
|11625 || 16000056 || 15999627 || 429 || 27
|11889 || 16000056 || 15999627 || 429 || 27
|12267 || 16000056 || 15999627 || 429 || 27
|12268 || 16000056 || 15999627 || 429 || 27
|12269 || 16000056 || 15999627 || 429 || 27
|12271 || 16000056 || 15999628 || 428 || 27
|12272 || 16000056 || 15999627 || 429 || 27
