| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 180318780 || 180308216 || 10564 || 59
|5 || 180818640 || 180803138 || 15502 || 86
|9 || 181801800 || 181790550 || 11250 || 62
|14 || 180285840 || 180272723 || 13117 || 73
|18 || 181741500 || 181735718 || 5782 || 32
|22 || 180516600 || 180503224 || 13376 || 74
|111 || 180324540 || 180310444 || 14096 || 78
|492 || 180230940 || 180220759 || 10181 || 56
|832 || 181230660 || 181218330 || 12330 || 68
|1687 || 180439740 || 180426949 || 12791 || 71
|2549 || 181824120 || 181816853 || 7267 || 40
|2884 || 181329479 || 181315721 || 13758 || 76
|3412 || 180939600 || 180926471 || 13129 || 73
|3700 || 181302120 || 181288620 || 13500 || 74
|4190 || 180516780 || 180505406 || 11374 || 63
|4383 || 181373580 || 181359450 || 14130 || 78
|4588 || 180450720 || 180442823 || 7897 || 44
|4822 || 180225540 || 180213930 || 11610 || 64
|5070 || 180351720 || 180340718 || 11002 || 61
|5258 || 180209340 || 180202050 || 7290 || 40
|5508 || 180373860 || 180363049 || 10811 || 60
|5767 || 180571500 || 180556515 || 14985 || 83
|5997 || 181939140 || 181928104 || 11036 || 61
|6445 || 180505620 || 180498128 || 7492 || 42
|6914 || 180532980 || 180519660 || 13320 || 74
|7349 || 180346320 || 180335936 || 10384 || 58
|7821 || 181532880 || 181521596 || 11284 || 62
|8011 || 180522180 || 180511009 || 11171 || 62
|8214 || 180851940 || 180841388 || 10552 || 58
|8376 || 180610200 || 180602336 || 7864 || 44
|8570 || 180280620 || 180266884 || 13736 || 76
|11839 || 180566100 || 180555593 || 10507 || 58
|15088 || 180439919 || 180427039 || 12880 || 71
|15488 || 180313380 || 180298001 || 15379 || 85
|15658 || 180318960 || 180308295 || 10665 || 59
|16423 || 180236700 || 180228679 || 8021 || 45
|17008 || 180401220 || 180386336 || 14884 || 83
|17409 || 180955980 || 180942323 || 13657 || 75
|17826 || 181219860 || 181210804 || 9056 || 50
|18201 || 180445320 || 180436084 || 9236 || 51
|18817 || 180516780 || 180505406 || 11374 || 63
|19231 || 181824120 || 181815379 || 8741 || 48
|19789 || 181532880 || 181522429 || 10451 || 58
|20492 || 183037860 || 183028736 || 9124 || 50
|20852 || 181104480 || 181096065 || 8415 || 46
|21155 || 180895500 || 180883249 || 12251 || 68
|21839 || 180275040 || 180265748 || 9292 || 52
|22090 || 181675620 || 181664528 || 11092 || 61
|22336 || 181637280 || 181626885 || 10395 || 57
|22597 || 180775080 || 180763414 || 11666 || 65
|22756 || 181917180 || 181902893 || 14287 || 79
|23022 || 180791280 || 180775811 || 15469 || 86
|23183 || 180555120 || 180541328 || 13792 || 76
|23345 || 181598940 || 181587983 || 10957 || 60
|23503 || 181368180 || 181357886 || 10294 || 57
|23703 || 180912060 || 180902711 || 9349 || 52
|23978 || 180934020 || 180922489 || 11531 || 64
|24182 || 180577080 || 180562894 || 14186 || 79
|24388 || 180901260 || 180892463 || 8797 || 49
|24637 || 180434519 || 180427331 || 7188 || 40
|24898 || 180571680 || 180562961 || 8719 || 48
|25383 || 181197720 || 181190261 || 7459 || 41
|25874 || 180439740 || 180427410 || 12330 || 68
|26249 || 181411920 || 181404968 || 6952 || 38
|26756 || 181642680 || 181632938 || 9742 || 54
|27134 || 180604440 || 180592920 || 11520 || 64
|27579 || 181346040 || 181332281 || 13759 || 76
|27692 || 180604619 || 180590445 || 14174 || 78
|27693 || 183598200 || 183588368 || 9832 || 54
|27698 || 181955699 || 181945778 || 9921 || 55
|27702 || 181065780 || 181052134 || 13646 || 75
|27706 || 181648260 || 181637078 || 11182 || 62
