| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266048146 || 266051172 || 3026 || 11
|1 || 266047348 || 266055461 || 8113 || 30
|2 || 266042826 || 266045420 || 2594 || 10
|4 || 266031121 || 266033433 || 2312 || 9
|5 || 266050539 || 266053034 || 2495 || 9
|6 || 266055328 || 266063308 || 7980 || 30
|43 || 266035112 || 266038154 || 3042 || 11
|173 || 266037772 || 266040898 || 3126 || 12
|298 || 266049741 || 266052186 || 2445 || 9
|605 || 266046018 || 266048379 || 2361 || 9
|980 || 266049476 || 266052402 || 2926 || 11
|1103 || 266040431 || 266043225 || 2794 || 11
|1192 || 266064372 || 266072202 || 7830 || 29
|1297 || 266040431 || 266043325 || 2894 || 11
|1906 || 266035644 || 266038587 || 2943 || 11
|2002 || 266068096 || 266076941 || 8845 || 33
|2094 || 266025802 || 266028911 || 3109 || 12
|2646 || 266040431 || 266043541 || 3110 || 12
|2755 || 266025270 || 266028445 || 3175 || 12
|2841 || 266031654 || 266034480 || 2826 || 11
|2934 || 266023939 || 266027298 || 3359 || 13
|3019 || 266025004 || 266028645 || 3641 || 14
|3107 || 266026600 || 266031754 || 5154 || 19
|3201 || 266044954 || 266054148 || 9194 || 35
|3435 || 266030324 || 266033649 || 3325 || 12
|3806 || 266028728 || 266031987 || 3259 || 12
|3962 || 266048146 || 266056608 || 8462 || 32
|4124 || 266026067 || 266029443 || 3376 || 13
|4166 || 266040964 || 266044139 || 3175 || 12
|4209 || 266037506 || 266040582 || 3076 || 12
|4251 || 266021013 || 266023990 || 2977 || 11
|4295 || 266046018 || 266049343 || 3325 || 12
|8198 || 266045752 || 266048545 || 2793 || 10
|10464 || 266040964 || 266044622 || 3658 || 14
|10746 || 266028462 || 266032286 || 3824 || 14
|10791 || 266039900 || 266043059 || 3159 || 12
|11109 || 266034846 || 266038271 || 3425 || 13
|11381 || 266041496 || 266044904 || 3408 || 13
|11464 || 266031919 || 266035544 || 3625 || 14
|11652 || 266047348 || 266051305 || 3957 || 15
|11785 || 266042028 || 266045735 || 3707 || 14
|11965 || 266038303 || 266042277 || 3974 || 15
|12097 || 266046283 || 266049991 || 3708 || 14
|12279 || 266044688 || 266048944 || 4256 || 16
|12837 || 266042826 || 266046799 || 3973 || 15
|13288 || 266049210 || 266059318 || 10108 || 38
|13794 || 266032984 || 266037905 || 4921 || 18
|14157 || 266032718 || 266037639 || 4921 || 18
|14702 || 266042559 || 266050075 || 7516 || 28
|15204 || 266031919 || 266036658 || 4739 || 18
|15327 || 266042028 || 266046999 || 4971 || 19
|15449 || 266046018 || 266050690 || 4672 || 18
|15688 || 266059849 || 266069991 || 10142 || 38
|15818 || 266054795 || 266064871 || 10076 || 38
|16017 || 266039634 || 266043574 || 3940 || 15
|16061 || 266046550 || 266051222 || 4672 || 18
|16102 || 266043890 || 266048562 || 4672 || 18
|16141 || 266039101 || 266043907 || 4806 || 18
|16183 || 266057721 || 266067913 || 10192 || 38
|16224 || 266028993 || 266033682 || 4689 || 18
|16269 || 266055062 || 266065220 || 10158 || 38
|16311 || 266031919 || 266036708 || 4789 || 18
|16375 || 266037506 || 266041962 || 4456 || 17
|16439 || 266030590 || 266035345 || 4755 || 18
|16505 || 266047880 || 266052053 || 4173 || 16
|16565 || 266046550 || 266051288 || 4738 || 18
|16629 || 266043624 || 266048179 || 4555 || 17
|16691 || 266048146 || 266052901 || 4755 || 18
|16890 || 266047880 || 266052319 || 4439 || 17
|17515 || 266027930 || 266032668 || 4738 || 18
|18006 || 266026067 || 266030391 || 4324 || 16
|18546 || 266040166 || 266044771 || 4605 || 17
|18859 || 266044954 || 266049160 || 4206 || 16
|19173 || 266061446 || 266071737 || 10291 || 39
|19241 || 266030590 || 266035528 || 4938 || 19
|19417 || 266028728 || 266033433 || 4705 || 18
|19559 || 266057190 || 266066966 || 9776 || 37
|19612 || 266034580 || 266038736 || 4156 || 16
|19613 || 266046816 || 266051538 || 4722 || 18
|19614 || 266027664 || 266032585 || 4921 || 18
|19615 || 266027132 || 266031288 || 4156 || 16
|19617 || 266036708 || 266041197 || 4489 || 17
