| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 181247220 || 181236308 || 10912 || 60
|5 || 181307520 || 181297226 || 10294 || 57
|9 || 181950480 || 181942301 || 8179 || 45
|14 || 181659420 || 181649059 || 10361 || 57
|18 || 180604619 || 180597263 || 7356 || 41
|22 || 181411920 || 181397835 || 14085 || 78
|181 || 181049580 || 181035371 || 14209 || 78
|560 || 180610020 || 180602651 || 7369 || 41
|827 || 180302399 || 180287528 || 14871 || 82
|1657 || 180604440 || 180591728 || 12712 || 70
|2638 || 180461700 || 180447998 || 13702 || 76
|2971 || 181313280 || 181300106 || 13174 || 73
|3232 || 181955699 || 181946093 || 9606 || 53
|3519 || 180291600 || 180283590 || 8010 || 44
|3983 || 180505800 || 180497419 || 8381 || 46
|4173 || 181263600 || 181249673 || 13927 || 77
|4414 || 180538560 || 180523991 || 14569 || 81
|4685 || 180406800 || 180396371 || 10429 || 58
|4874 || 181554660 || 181543646 || 11014 || 61
|5146 || 181252620 || 181239930 || 12690 || 70
|5295 || 181955880 || 181945541 || 10339 || 57
|5482 || 180511020 || 180500288 || 10732 || 59
|5702 || 180307800 || 180297776 || 10024 || 56
|6118 || 181203119 || 181188056 || 15063 || 83
|6575 || 181395539 || 181383446 || 12093 || 67
|7008 || 181719540 || 181709606 || 9934 || 55
|7447 || 181576800 || 181566000 || 10800 || 59
|7652 || 180456480 || 180445691 || 10789 || 60
|7858 || 181087920 || 181077053 || 10867 || 60
|8042 || 181670220 || 181663268 || 6952 || 38
|8223 || 180599219 || 180584213 || 15006 || 83
|11479 || 180532980 || 180520864 || 12116 || 67
|15479 || 180566100 || 180554400 || 11700 || 65
|15937 || 181115460 || 181106944 || 8516 || 47
|16105 || 180357480 || 180346961 || 10519 || 58
|16686 || 180335340 || 180323865 || 11475 || 64
|17328 || 180275040 || 180266479 || 8561 || 47
|17752 || 180708840 || 180699019 || 9821 || 54
|18174 || 180362700 || 180351293 || 11407 || 63
|18596 || 180884880 || 180878231 || 6649 || 37
|19094 || 181406520 || 181398735 || 7785 || 43
|19489 || 180390240 || 180376999 || 13241 || 73
|20004 || 181939140 || 181929049 || 10091 || 55
|20664 || 180522180 || 180515711 || 6469 || 36
|21029 || 180198180 || 180192038 || 6142 || 34
|21333 || 181878840 || 181869390 || 9450 || 52
|21986 || 180379440 || 180369158 || 10282 || 57
|22238 || 181483380 || 181474346 || 9034 || 50
|22490 || 180384840 || 180378473 || 6367 || 35
|22741 || 181917180 || 181904186 || 12994 || 71
|22906 || 180297000 || 180285109 || 11891 || 66
|23140 || 180258480 || 180250560 || 7920 || 44
|23279 || 180588059 || 180573098 || 14961 || 83
|23424 || 181966680 || 181960774 || 5906 || 32
|23586 || 180807840 || 180800494 || 7346 || 41
|23818 || 180423359 || 180415620 || 7739 || 43
|24078 || 181461420 || 181450024 || 11396 || 63
|24275 || 181032840 || 181021770 || 11070 || 61
|24703 || 180527580 || 180518895 || 8685 || 48
|24915 || 180225540 || 180214706 || 10834 || 60
|25117 || 180544140 || 180537728 || 6412 || 36
|25684 || 180500220 || 180491749 || 8471 || 47
|26255 || 180434340 || 180422820 || 11520 || 64
|26655 || 182109780 || 182102603 || 7177 || 39
|27060 || 181867860 || 181857038 || 10822 || 60
|27425 || 181532700 || 181520674 || 12026 || 66
|27919 || 181829340 || 181818833 || 10507 || 58
|28089 || 181186740 || 181177054 || 9686 || 53
|28093 || 180818819 || 180807435 || 11384 || 63
|28098 || 181214100 || 181202333 || 11767 || 65
|28102 || 180604440 || 180594551 || 9889 || 55
|28106 || 180401220 || 180387180 || 14040 || 78
