| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266033516 || 266038154 || 4638 || 17
|2 || 266029260 || 266033483 || 4223 || 16
|3 || 266043890 || 266053848 || 9958 || 37
|5 || 266043092 || 266046750 || 3658 || 14
|6 || 266025004 || 266029526 || 4522 || 17
|7 || 266033249 || 266037307 || 4058 || 15
|41 || 266033516 || 266037124 || 3608 || 14
|178 || 266063308 || 266073483 || 10175 || 38
|395 || 266049210 || 266053449 || 4239 || 16
|1018 || 266042559 || 266047498 || 4939 || 19
|1608 || 266039900 || 266044356 || 4456 || 17
|1781 || 266043357 || 266049476 || 6119 || 23
|1872 || 266028195 || 266034231 || 6036 || 23
|2105 || 266029260 || 266035328 || 6068 || 23
|2504 || 266027664 || 266033799 || 6135 || 23
|2785 || 266030324 || 266034696 || 4372 || 16
|2909 || 266054530 || 266064322 || 9792 || 37
|3199 || 266036708 || 266041031 || 4323 || 16
|3344 || 266037772 || 266042277 || 4505 || 17
|3512 || 266047613 || 266052153 || 4540 || 17
|3828 || 266031654 || 266035943 || 4289 || 16
|4048 || 266047613 || 266057423 || 9810 || 37
|4231 || 266026334 || 266030839 || 4505 || 17
|4714 || 266053465 || 266063242 || 9777 || 37
|5007 || 266044156 || 266048578 || 4422 || 17
|5167 || 266035644 || 266039867 || 4223 || 16
|5414 || 266046816 || 266056758 || 9942 || 37
|5520 || 266037506 || 266042161 || 4655 || 17
|5625 || 266053465 || 266059518 || 6053 || 23
|5690 || 266033516 || 266037822 || 4306 || 16
|5733 || 266034580 || 266039069 || 4489 || 17
|5931 || 266041496 || 266046234 || 4738 || 18
|6063 || 266039900 || 266044356 || 4456 || 17
|6747 || 266031121 || 266035012 || 3891 || 15
|7170 || 266043357 || 266047913 || 4556 || 17
|7396 || 266039101 || 266043657 || 4556 || 17
|7604 || 266065702 || 266075444 || 9742 || 37
|7867 || 266033782 || 266037855 || 4073 || 15
|8291 || 266031654 || 266035528 || 3874 || 15
|8446 || 266033516 || 266038404 || 4888 || 18
|8923 || 266036175 || 266040648 || 4473 || 17
|9386 || 266046018 || 266050041 || 4023 || 15
|9553 || 266041762 || 266046550 || 4788 || 18
|9890 || 266023142 || 266026899 || 3757 || 14
|10361 || 266032984 || 266036908 || 3924 || 15
|10560 || 266039900 || 266044073 || 4173 || 16
|10731 || 266047082 || 266051305 || 4223 || 16
|10799 || 266023408 || 266027980 || 4572 || 17
|10827 || 266038836 || 266043009 || 4173 || 16
|10897 || 266036973 || 266041646 || 4673 || 18
|11004 || 266048944 || 266058636 || 9692 || 36
|11044 || 266036175 || 266041031 || 4856 || 18
|11083 || 266039368 || 266043724 || 4356 || 16
|11190 || 266034047 || 266037855 || 3808 || 14
|11378 || 266034314 || 266038354 || 4040 || 15
|11516 || 266045220 || 266049676 || 4456 || 17
|11576 || 266046550 || 266051355 || 4805 || 18
|11761 || 266034580 || 266039002 || 4422 || 17
|12084 || 266068894 || 266078952 || 10058 || 38
|12583 || 266036175 || 266040814 || 4639 || 17
|13175 || 266052402 || 266062360 || 9958 || 37
|13416 || 266032984 || 266036791 || 3807 || 14
|13594 || 266060382 || 266070174 || 9792 || 37
|13697 || 266031654 || 266035046 || 3392 || 13
|14037 || 266033782 || 266037772 || 3990 || 15
|14086 || 266033782 || 266037805 || 4023 || 15
|14087 || 266035644 || 266039800 || 4156 || 16
|14088 || 266031919 || 266035877 || 3958 || 15
|14090 || 266069426 || 266079451 || 10025 || 38
|14091 || 266038038 || 266042045 || 4007 || 15
