| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 213455168 || 213451180 || 3988 || 19
|1 || 213046008 || 213033712 || 12296 || 58
|3 || 213459620 || 213445390 || 14230 || 67
|4 || 213573040 || 213558677 || 14363 || 67
|6 || 212729704 || 212722324 || 7380 || 35
|8 || 213520252 || 213513283 || 6969 || 33
|141 || 213386691 || 213375337 || 11354 || 53
|479 || 212886796 || 212884067 || 2729 || 13
|749 || 212134408 || 212126710 || 7698 || 36
|1516 || 213123600 || 213119413 || 4187 || 20
|2306 || 213795215 || 213784629 || 10586 || 50
|2598 || 212051940 || 212048707 || 3233 || 15
|2854 || 214137172 || 214112580 || 24592 || 115
|3133 || 214099647 || 214085789 || 13858 || 65
|3591 || 212234684 || 212219009 || 15675 || 74
|3856 || 212794576 || 212788017 || 6559 || 31
|4113 || 213455379 || 213443839 || 11540 || 54
|4384 || 213171511 || 213156116 || 15395 || 72
|4637 || 212504772 || 212504891 || 119 || 1
|4892 || 212201611 || 212189912 || 11699 || 55
|5147 || 214150528 || 214145506 || 5022 || 23
|5401 || 213726527 || 213711768 || 14759 || 69
|5648 || 214134840 || 214107108 || 27732 || 130
|5990 || 212156455 || 212145975 || 10480 || 49
|6347 || 213213275 || 213202504 || 10771 || 51
|6727 || 214098588 || 214089141 || 9447 || 44
|7110 || 213327332 || 213322907 || 4425 || 21
|7268 || 212546748 || 212545489 || 1259 || 6
|7424 || 213062332 || 213049162 || 13170 || 62
|7588 || 212753235 || 212745737 || 7498 || 35
|7751 || 212092432 || 212086271 || 6161 || 29
|8096 || 212044520 || 212041565 || 2955 || 14
|8246 || 213773168 || 213770730 || 2438 || 11
|8834 || 213858816 || 213843698 || 15118 || 71
|9326 || 213841220 || 213832356 || 8864 || 41
|9544 || 213399200 || 213385539 || 13661 || 64
|9882 || 212985587 || 212971609 || 13978 || 66
|10213 || 214045588 || 214035439 || 10149 || 47
|10667 || 213502231 || 213496164 || 6067 || 28
|11001 || 212785036 || 212771786 || 13250 || 62
|11462 || 213328604 || 213322562 || 6042 || 28
|12019 || 213819807 || 213801709 || 18098 || 85
|12296 || 213977112 || 213968115 || 8997 || 42
|12568 || 213399412 || 213387368 || 12044 || 56
|13068 || 212986224 || 212983110 || 3114 || 15
|13295 || 213150736 || 213138679 || 12057 || 57
|13515 || 213441812 || 213423103 || 18709 || 88
|13710 || 213612683 || 213599434 || 13249 || 62
|13852 || 213583428 || 213571781 || 11647 || 55
|14056 || 214042407 || 214028615 || 13792 || 64
|14191 || 212487175 || 212474138 || 13037 || 61
|14329 || 213280056 || 213274133 || 5923 || 28
|14466 || 212619676 || 212615039 || 4637 || 22
|14539 || 212180624 || 212170779 || 9845 || 46
|14611 || 212077380 || 212067522 || 9858 || 46
|14687 || 212811960 || 212798485 || 13475 || 63
|14765 || 213591484 || 213574471 || 17013 || 80
|14978 || 212091160 || 212083343 || 7817 || 37
|15194 || 213483999 || 213469770 || 14229 || 67
|15370 || 213795851 || 213787120 || 8731 || 41
|15548 || 213381604 || 213378331 || 3273 || 15
|15753 || 212267120 || 212257421 || 9699 || 46
|16020 || 213297228 || 213290060 || 7168 || 34
|16451 || 212405556 || 212397394 || 8162 || 38
|17110 || 212157516 || 212148678 || 8838 || 42
|17448 || 213096676 || 213089866 || 6810 || 32
|17808 || 212634728 || 212629720 || 5008 || 24
|18104 || 213742003 || 213731152 || 10851 || 51
|18488 || 213538271 || 213532005 || 6266 || 29
|18640 || 213315884 || 213303694 || 12190 || 57
|18641 || 213047704 || 213036031 || 11673 || 55
|18643 || 214038592 || 214035611 || 2981 || 14
|18645 || 212993644 || 212975611 || 18033 || 85
|18647 || 213392628 || 213379776 || 12852 || 60
