| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266041762 || 266046650 || 4888 || 18
|1 || 266043357 || 266048179 || 4822 || 18
|2 || 266041229 || 266049077 || 7848 || 29
|4 || 266026067 || 266030440 || 4373 || 16
|5 || 266041762 || 266046799 || 5037 || 19
|6 || 266031121 || 266035727 || 4606 || 17
|44 || 266050274 || 266054563 || 4289 || 16
|177 || 266032452 || 266040632 || 8180 || 31
|311 || 266037506 || 266041862 || 4356 || 16
|454 || 266039634 || 266046018 || 6384 || 24
|618 || 266062775 || 266073183 || 10408 || 39
|1032 || 266048944 || 266057539 || 8595 || 32
|1455 || 266030856 || 266036093 || 5237 || 20
|2060 || 266034580 || 266040765 || 6185 || 23
|2698 || 266070756 || 266105253 || 34497 || 130
|2757 || 266035910 || 266044721 || 8811 || 33
|2901 || 266043890 || 266048612 || 4722 || 18
|2978 || 266060116 || 266070523 || 10407 || 39
|3070 || 266025802 || 266031039 || 5237 || 20
|3072 || 266050539 || 266055262 || 4723 || 18
|3073 || 266056392 || 266067099 || 10707 || 40
|3074 || 266045220 || 266049942 || 4722 || 18
|3076 || 266022078 || 266027531 || 5453 || 20
