| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 214005520 || 214013099 || 7579 || 35
|2 || 213926020 || 213932433 || 6413 || 30
|3 || 212125292 || 212133878 || 8586 || 40
|4 || 213813448 || 213820298 || 6850 || 32
|5 || 214087988 || 214096124 || 8136 || 38
|7 || 212714652 || 212722615 || 7963 || 37
|139 || 213902064 || 213909524 || 7460 || 35
|439 || 212661440 || 212669205 || 7765 || 37
|757 || 212424211 || 212432732 || 8521 || 40
|1068 || 213503504 || 213509758 || 6254 || 29
|1392 || 213221331 || 213228050 || 6719 || 32
|2207 || 212068899 || 212078043 || 9144 || 43
|3024 || 213235748 || 213241167 || 5419 || 25
|3990 || 212389444 || 212397606 || 8162 || 38
|4963 || 212522580 || 212526118 || 3538 || 17
|5149 || 213614168 || 213620488 || 6320 || 30
|5459 || 213907576 || 213844904 || 62672 || 293
|5652 || 213153492 || 213160528 || 7036 || 33
|5883 || 212171295 || 212179882 || 8587 || 40
|5884 || 212811112 || 212819261 || 8149 || 38
|5885 || 212320332 || 212328560 || 8228 || 39
|5886 || 212944672 || 212952980 || 8308 || 39
|5888 || 212336232 || 212345905 || 9673 || 46
