| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_fugue512 <-] fugue512 [wiki:platformsciphers_atmega1281_16mhz_fugue512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_fugue512_sphlib sphlib] || 2645590 || 263856 || 34797 || 5704 || 2069 || 1809 || 1679 || 1549 || 0.0 || 50946 || 5322 || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_echo512 <-] echo512 [wiki:platformsciphers_atmega1281_16mhz_echo512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_echo512_avrcryptolib avrcryptolib] || 3511553 || 272838 || 34108 || 4270 || 2642 || 2375 || 2242 || 2108 || 0.0 || 3598 || 742 || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_simd256 <-] simd256 [wiki:platformsciphers_atmega1281_16mhz_simd256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_simd256_sphlib sphlib] || 3766022 || 152312 || 37855 || 4733 || 2650 || 2501 || 2427 || 2353 || 0.0 || 91276 || 5074 || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:runs_2 Run 2]
|[wiki:ciphers_jh256 <-] jh256 [wiki:platformsciphers_atmega1281_16mhz_jh256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_jh256_sphlib-small sphlib-small] || 4232010 || 179152 || 43533 || 5470 || 2991 || 2814 || 2726 || 2637 || 0.0 || 28464 || 2269 || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_jh512 <-] jh512 [wiki:platformsciphers_atmega1281_16mhz_jh512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_jh512_sphlib-small sphlib-small] || 4232265 || 179409 || 43565 || 5474 || 2992 || 2814 || 2726 || 2637 || 0.0 || 28464 || 2301 || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_keccak256 <-] keccak256 [wiki:platformsciphers_atmega1281_16mhz_keccak256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_keccak256_opt32u2nit_xbx opt32u2nit_xbx] || 4897242 || 486844 || 61076 || 7636 || 3311 || 3219 || 3173 || 3127 || 0.0 || 76934 || 1666 || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_bmw512 <-] bmw512 [wiki:platformsciphers_atmega1281_16mhz_bmw512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_bmw512_avrcryptolib avrcryptolib] || 5326397 || 766270 || 95792 || 11981 || 4466 || 3717 || 3343 || 2969 || 0.0 || 17896 || 1140 || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:runs_2 Run 2]
|[wiki:ciphers_jh224 <-] jh224 [wiki:platformsciphers_atmega1281_16mhz_jh224 ->] || [wiki:platformsimplementations_atmega1281_16mhz_jh224_bitslice_opt32 bitslice_opt32] || 5333129 || 217375 || 53900 || 6727 || 3755 || 3543 || 3437 || 3331 || 0.0 || 24038 || 2295 || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_jh384 <-] jh384 [wiki:platformsciphers_atmega1281_16mhz_jh384 ->] || [wiki:platformsimplementations_atmega1281_16mhz_jh384_bitslice_opt32 bitslice_opt32] || 5333275 || 217524 || 53919 || 6729 || 3755 || 3543 || 3437 || 3331 || 0.0 || 24038 || 2315 || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_groestl512 <-] groestl512 [wiki:platformsciphers_atmega1281_16mhz_groestl512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_groestl512_sphlib-small sphlib-small] || 5742159 || 644828 || 80598 || 10069 || 4580 || 3949 || 3633 || 3317 || 0.0 || 23214 || 5326 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_blake64 <-] blake64 [wiki:platformsciphers_atmega1281_16mhz_blake64 ->] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || 6326408 || 497821 || 62252 || 7788 || 4767 || 4281 || 4038 || 3795 || 0.0 || 6834 || 971 || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || [wiki:runs_2 Run 2]
|[wiki:ciphers_cubehash1632 <-] cubehash1632 [wiki:platformsciphers_atmega1281_16mhz_cubehash1632 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash1632_bitsliced bitsliced] || 8170525 || 2367077 || 295890 || 40764 || 8402 || 6090 || 4934 || 3778 || 0.0 || 2282 || 226 || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:runs_26 Run 26]
|[wiki:ciphers_hamsi <-] hamsi [wiki:platformsciphers_atmega1281_16mhz_hamsi ->] || [wiki:platformsimplementations_atmega1281_16mhz_hamsi_sphlib-small sphlib-small] || 8312273 || 89949 || 16595 || 6758 || 5529 || 5441 || 5397 || 5353 || 0.0 || 50840 || 5065 || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_keccak512 <-] keccak512 [wiki:platformsciphers_atmega1281_16mhz_keccak512 ->] || [wiki:platformsimplementations_atmega1281_16mhz_keccak512_sphlib-small sphlib-small] || 12811402 || 598244 || 74774 || 9341 || 9124 || 8537 || 8243 || 7949 || 0.0 || 74616 || 3285 || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
