| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_0hash <-] 0hash [wiki:platformsciphers_atmega1284p_16mhz_0hash ->] || [wiki:platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || 72 || 72 || 9 || 1 || 0 || 0 || 0 || 0 || 0.0 || 0 || 0 || [wiki:compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:runs_28 Run 28]
|[wiki:ciphers_shabal256 <-] shabal256 [wiki:platformsciphers_atmega1284p_16mhz_shabal256 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_shabal256_tiny_avr8-fast tiny_avr8-fast] || 312049 || 45825 || 5731 || 889 || 263 || 218 || 196 || 173 || 0.0 || 980 || 272 || [wiki:compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || [wiki:runs_28 Run 28]
|[wiki:ciphers_shabal512 <-] shabal512 [wiki:platformsciphers_atmega1284p_16mhz_shabal512 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_shabal512_tiny_avr8-fast tiny_avr8-fast] || 312273 || 46049 || 5759 || 893 || 263 || 218 || 196 || 173 || 0.0 || 980 || 304 || [wiki:compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:runs_28 Run 28]
|[wiki:ciphers_skein256 <-] skein256 [wiki:platformsciphers_atmega1284p_16mhz_skein256 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_skein256_fhreefish-1_2_2 fhreefish-1_2_2] || 474626 || 19377 || 2437 || 457 || 322 || 312 || 307 || 303 || 0.0 || 3566 || 436 || [wiki:compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || [wiki:runs_28 Run 28]
|[wiki:ciphers_groestl256 <-] groestl256 [wiki:platformsciphers_atmega1284p_16mhz_groestl256 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_groestl256_avr-highspeed-atmega-asm-xbx avr-highspeed-atmega-asm-xbx] || 745945 || 53494 || 6685 || 1286 || 555 || 503 || 477 || 451 || 0.0 || 5506 || 2593 || [wiki:compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:runs_22 Run 22]
|[wiki:ciphers_bmw256 <-] bmw256 [wiki:platformsciphers_atmega1284p_16mhz_bmw256 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_bmw256_avrcryptolib_asm avrcryptolib_asm] || 809058 || 64288 || 8038 || 1489 || 610 || 548 || 516 || 485 || 0.0 || 3594 || 339 || [wiki:compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:runs_21 Run 21]
|[wiki:ciphers_nasha256 <-] nasha256 [wiki:platformsciphers_atmega1284p_16mhz_nasha256 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_nasha256_opt opt] || 854029 || 51597 || 6454 || 1337 || 624 || 573 || 548 || 522 || 0.0 || 66818 || 2844 || [wiki:compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || [wiki:runs_22 Run 22]
|[wiki:ciphers_mcssha4 <-] mcssha4 [wiki:platformsciphers_atmega1284p_16mhz_mcssha4 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_mcssha4_ref ref] || 877024 || 33773 || 4772 || 1077 || 615 || 582 || 565 || 549 || 0.0 || 9598 || 899 || [wiki:compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || [wiki:runs_22 Run 22]
|[wiki:ciphers_nasha512 <-] nasha512 [wiki:platformsciphers_atmega1284p_16mhz_nasha512 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_nasha512_opt opt] || 885519 || 99044 || 12385 || 1552 || 706 || 609 || 560 || 512 || 0.0 || 58384 || 3308 || [wiki:compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || [wiki:runs_22 Run 22]
|[wiki:ciphers_shavite3256 <-] shavite3256 [wiki:platformsciphers_atmega1284p_16mhz_shavite3256 ->] || [wiki:platformsimplementations_atmega1284p_16mhz_shavite3256_sphlib sphlib] || 900953 || 37175 || 4667 || 1143 || 635 || 599 || 581 || 562 || 0.0 || 59760 || 5506 || [wiki:compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || [wiki:runs_28 Run 28]
