| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_0hash <-] 0hash [wiki:platformsciphers_fritzbox-7170_0hash ->] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || 12468 || 12694 || 1572 || 197 || 25 || 12 || 6 || 0 || 2.8 || 0 || 0 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_10 Run 10]
|[wiki:ciphers_edonr256 <-] edonr256 [wiki:platformsciphers_fritzbox-7170_edonr256 ->] || [wiki:platformsimplementations_fritzbox-7170_edonr256_swpbe swpbe] || 63150 || 33682 || 4321 || 546 || 85 || 52 || 41 || 30 || 4.4 || 25102 || 816 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_shabal256 <-] shabal256 [wiki:platformsciphers_fritzbox-7170_shabal256 ->] || [wiki:platformsimplementations_fritzbox-7170_shabal256_tiny_mips32el tiny_mips32el] || 92088 || 29799 || 3730 || 510 || 99 || 70 || 60 || 51 || 1.7 || 716 || 480 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_shabal512 <-] shabal512 [wiki:platformsciphers_fritzbox-7170_shabal512 ->] || [wiki:platformsimplementations_fritzbox-7170_shabal512_tiny_mips32el tiny_mips32el] || 92247 || 29945 || 3826 || 512 || 100 || 70 || 59 || 48 || 2.2 || 748 || 512 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_bmw256 <-] bmw256 [wiki:platformsciphers_fritzbox-7170_bmw256 ->] || [wiki:platformsimplementations_fritzbox-7170_bmw256_optbgbe optbgbe] || 103138 || 48058 || 6026 || 785 || 130 || 83 || 67 || 51 || 1.1 || 9829 || 636 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_nasha256 <-] nasha256 [wiki:platformsciphers_fritzbox-7170_nasha256 ->] || [wiki:platformsimplementations_fritzbox-7170_nasha256_opt opt] || 120257 || 32913 || 4154 || 576 || 122 || 89 || 78 || 67 || 1.7 || 13404 || 952 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_blake32 <-] blake32 [wiki:platformsciphers_fritzbox-7170_blake32 ->] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || 123119 || 34848 || 4358 || 595 || 125 || 92 || 81 || 70 || 2.0 || 5954 || 568 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_nasha512 <-] nasha512 [wiki:platformsciphers_fritzbox-7170_nasha512 ->] || [wiki:platformsimplementations_fritzbox-7170_nasha512_opt opt] || 127876 || 41804 || 5270 || 662 || 139 || 97 || 82 || 66 || 2.1 || 13404 || 1312 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_edonr512 <-] edonr512 [wiki:platformsciphers_fritzbox-7170_edonr512 ->] || [wiki:platformsimplementations_fritzbox-7170_edonr512_swpbe swpbe] || 148824 || 80799 || 10171 || 1272 || 223 || 129 || 130 || 130 || 1.0 || 25102 || 2040 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_sha256 <-] sha256 [wiki:platformsciphers_fritzbox-7170_sha256 ->] || [wiki:platformsimplementations_fritzbox-7170_sha256_sphlib-small sphlib-small] || 152587 || 46084 || 5954 || 815 || 161 || 115 || 99 || 84 || 1.8 || 9542 || 400 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_bmw512 <-] bmw512 [wiki:platformsciphers_fritzbox-7170_bmw512 ->] || [wiki:platformsimplementations_fritzbox-7170_bmw512_sphlib-small sphlib-small] || 185036 || 79513 || 10090 || 1261 || 226 || 147 || 128 || 110 || 1.7 || 14473 || 1920 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_luffa256 <-] luffa256 [wiki:platformsciphers_fritzbox-7170_luffa256 ->] || [wiki:platformsimplementations_fritzbox-7170_luffa256_thomaz_basic thomaz_basic] || 195517 || 31615 || 4035 || 610 || 170 || 138 || 130 || 121 || 0.9 || 4298 || 208 || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_mcssha4 <-] mcssha4 [wiki:platformsciphers_fritzbox-7170_mcssha4 ->] || [wiki:platformsimplementations_fritzbox-7170_mcssha4_ref ref] || 200499 || 29110 || 3819 || 574 || 169 || 140 || 126 || 111 || 1.6 || 5096 || 600 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_10 Run 10]
|[wiki:ciphers_mcssha6 <-] mcssha6 [wiki:platformsciphers_fritzbox-7170_mcssha6 ->] || [wiki:platformsimplementations_fritzbox-7170_mcssha6_ref ref] || 204633 || 33867 || 4412 || 649 || 179 || 145 || 135 || 125 || 1.3 || 6714 || 564 || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:runs_32 Run 32]
