| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_shabal256 <-] shabal256 [wiki:platformsciphers_fritzbox-7170_shabal256 ->] || [wiki:platformsimplementations_fritzbox-7170_shabal256_tiny_mips32el tiny_mips32el] || 92088 || 29799 || 3730 || 510 || 99 || 70 || 60 || 51 || 1.7 || 716 || 480 || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_shabal512 <-] shabal512 [wiki:platformsciphers_fritzbox-7170_shabal512 ->] || [wiki:platformsimplementations_fritzbox-7170_shabal512_tiny_mips32el tiny_mips32el] || 92247 || 29945 || 3826 || 512 || 100 || 70 || 59 || 48 || 2.2 || 748 || 512 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_bmw256 <-] bmw256 [wiki:platformsciphers_fritzbox-7170_bmw256 ->] || [wiki:platformsimplementations_fritzbox-7170_bmw256_optbgbe optbgbe] || 103138 || 48058 || 6026 || 785 || 130 || 83 || 67 || 51 || 1.1 || 9829 || 636 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_blake32 <-] blake32 [wiki:platformsciphers_fritzbox-7170_blake32 ->] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || 123119 || 34848 || 4358 || 595 || 125 || 92 || 81 || 70 || 2.0 || 5954 || 568 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_bmw512 <-] bmw512 [wiki:platformsciphers_fritzbox-7170_bmw512 ->] || [wiki:platformsimplementations_fritzbox-7170_bmw512_sphlib-small sphlib-small] || 185036 || 79513 || 10090 || 1261 || 226 || 147 || 128 || 110 || 1.7 || 14473 || 1920 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_luffa256 <-] luffa256 [wiki:platformsciphers_fritzbox-7170_luffa256 ->] || [wiki:platformsimplementations_fritzbox-7170_luffa256_thomaz_basic thomaz_basic] || 195517 || 31615 || 4035 || 610 || 170 || 138 || 130 || 121 || 0.9 || 4298 || 208 || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_shavite3256 <-] shavite3256 [wiki:platformsciphers_fritzbox-7170_shavite3256 ->] || [wiki:platformsimplementations_fritzbox-7170_shavite3256_sphlib-small sphlib-small] || 221699 || 52960 || 6842 || 973 || 215 || 163 || 144 || 125 || 2.0 || 10295 || 896 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_cubehash1632 <-] cubehash1632 [wiki:platformsciphers_fritzbox-7170_cubehash1632 ->] || [wiki:platformsimplementations_fritzbox-7170_cubehash1632_unrolled5 unrolled5] || 233266 || 60142 || 7564 || 1055 || 230 || 172 || 150 || 128 || 1.3 || 3627 || 200 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_fugue256 <-] fugue256 [wiki:platformsciphers_fritzbox-7170_fugue256 ->] || [wiki:platformsimplementations_fritzbox-7170_fugue256_sphlib sphlib] || 236499 || 69284 || 10002 || 1436 || 266 || 182 || 151 || 120 || 2.1 || 17134 || 888 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_blake64 <-] blake64 [wiki:platformsciphers_fritzbox-7170_blake64 ->] || [wiki:platformsimplementations_fritzbox-7170_blake64_ref ref] || 237069 || 56074 || 7062 || 882 || 227 || 173 || 154 || 135 || 1.3 || 8649 || 1032 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_skein512 <-] skein512 [wiki:platformsciphers_fritzbox-7170_skein512 ->] || [wiki:platformsimplementations_fritzbox-7170_skein512_sphlib-small sphlib-small] || 239971 || 51185 || 6464 || 811 || 237 || 177 || 154 || 132 || 1.6 || 11719 || 1132 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_skein256 <-] skein256 [wiki:platformsciphers_fritzbox-7170_skein256 ->] || [wiki:platformsimplementations_fritzbox-7170_skein256_sphlib-small sphlib-small] || 247656 || 74518 || 9374 || 1690 || 295 || 195 || 168 || 141 || 1.0 || 27863 || 1564 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_keccakc512 <-] keccakc512 [wiki:platformsciphers_fritzbox-7170_keccakc512 ->] || [wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32bi-rvku2 opt32bi-rvku2] || 256030 || 66767 || 8619 || 1084 || 238 || 185 || 168 || 152 || 1.2 || 20997 || 1264 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_keccak <-] keccak [wiki:platformsciphers_fritzbox-7170_keccak ->] || [wiki:platformsimplementations_fritzbox-7170_keccak_opt32bi-rvku2 opt32bi-rvku2] || 272394 || 68503 || 8805 || 1103 || 271 || 201 || 175 || 148 || 1.3 || 29115 || 1332 || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_luffa384 <-] luffa384 [wiki:platformsciphers_fritzbox-7170_luffa384 ->] || [wiki:platformsimplementations_fritzbox-7170_luffa384_opt32 opt32] || 279827 || 46269 || 5901 || 948 || 249 || 199 || 183 || 167 || 0.9 || 23023 || 1080 || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:runs_32 Run 32]
|[wiki:ciphers_echo256 <-] echo256 [wiki:platformsciphers_fritzbox-7170_echo256 ->] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || 342234 || 72915 || 9149 || 1145 || 275 || 236 || 210 || 184 || 1.6 || 8146 || 864 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_31 Run 31]
|[wiki:ciphers_shavite3512 <-] shavite3512 [wiki:platformsciphers_fritzbox-7170_shavite3512 ->] || [wiki:platformsimplementations_fritzbox-7170_shavite3512_low-mem low-mem] || 357551 || 88961 || 11191 || 1406 || 351 || 263 || 232 || 201 || 1.2 || 40949 || 1408 || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:runs_31 Run 31]
