| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 12000009 || 11999210 || 799 || 67
|4 || 12000009 || 11999210 || 799 || 67
|9 || 12000009 || 11999210 || 799 || 67
|10 || 12000009 || 11999210 || 799 || 67
|11 || 12000009 || 11999210 || 799 || 67
|16 || 12000009 || 11999210 || 799 || 67
|116 || 12000009 || 11999210 || 799 || 67
|270 || 12000009 || 11999210 || 799 || 67
|405 || 12000009 || 11999211 || 798 || 66
|721 || 12000009 || 11999211 || 798 || 66
|1122 || 12000009 || 11999211 || 798 || 66
|2023 || 12000009 || 11999212 || 797 || 66
|2896 || 12000009 || 11999213 || 796 || 66
|11502 || 12000009 || 11999213 || 796 || 66
|20155 || 12000009 || 11999213 || 796 || 66
|20239 || 12000009 || 11999213 || 796 || 66
|20320 || 12000009 || 11999213 || 796 || 66
|20402 || 12000009 || 11999213 || 796 || 66
|20557 || 12000009 || 11999213 || 796 || 66
|20651 || 12000009 || 11999213 || 796 || 66
|23399 || 12000009 || 4.24350549796924e+16 || 4.24350549676924e+16 || 3.53625192845209e+15
|23443 || 12000009 || 11999213 || 796 || 66
|26234 || 12000009 || 11999211 || 798 || 66
|26235 || 12000009 || 11999211 || 798 || 66
|26237 || 12000009 || 11999211 || 798 || 66
|26238 || 12000009 || 11999212 || 797 || 66
|26239 || 12000009 || 11999211 || 798 || 66
