| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 212340896 || 212350396 || 9500 || 45
|1 || 213164728 || 213175235 || 10507 || 49
|5 || 212355736 || 212366548 || 10812 || 51
|8 || 212147764 || 212158629 || 10865 || 51
|13 || 212291712 || 212302431 || 10719 || 50
|17 || 213343020 || 213352547 || 9527 || 45
|1680 || 213584063 || 213594041 || 9978 || 47
|4605 || 212198432 || 212209204 || 10772 || 51
|7595 || 213512408 || 213523300 || 10892 || 51
|11470 || 213674376 || 213650142 || 24234 || 113
|15129 || 213640880 || 213623165 || 17715 || 83
|21541 || 214060640 || 214069425 || 8785 || 41
|27877 || 212984740 || 212993459 || 8719 || 41
|35418 || 213966724 || 213977602 || 10878 || 51
|43185 || 213974992 || 213985884 || 10892 || 51
|45376 || 213339840 || 213350109 || 10269 || 48
|47556 || 213191440 || 213201391 || 9951 || 47
|49649 || 213970540 || 213981206 || 10666 || 50
|52637 || 212224296 || 212235068 || 10772 || 51
|54816 || 213388176 || 213398895 || 10719 || 50
|57071 || 213509652 || 213519563 || 9911 || 46
|62892 || 212647872 || 212658114 || 10242 || 48
|62894 || 213597632 || 213607821 || 10189 || 48
|62895 || 214273488 || 214284578 || 11090 || 52
|62896 || 212465764 || 212476192 || 10428 || 49
|62898 || 212373331 || 212383071 || 9740 || 46
