| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 4194326 || 4194161 || 165 || 39
|3 || 4194326 || 6 || 4194320 || 999999
|6 || 4194326 || 4194161 || 165 || 39
|171 || 4194326 || 4194161 || 165 || 39
|1084 || 4194326 || 4194162 || 164 || 39
|1912 || 4194326 || 4194163 || 163 || 39
|3694 || 4194326 || 4194162 || 164 || 39
|4937 || 4194326 || 4194164 || 162 || 39
|10231 || 4194326 || 4194164 || 162 || 39
|14491 || 4194326 || 19685625 || 15491299 || 3693394
|17114 || 4194326 || 4194165 || 161 || 38
|19814 || 4194326 || 4194164 || 162 || 39
|20481 || 4194326 || 4194166 || 160 || 38
|21149 || 4194326 || 4194165 || 161 || 38
|21514 || 4194326 || 4194166 || 160 || 38
|22132 || 4194326 || 4194164 || 162 || 39
|22720 || 4194326 || 4194165 || 161 || 38
|23254 || 4194326 || 4194164 || 162 || 39
|24120 || 4194326 || 4194164 || 162 || 39
|24815 || 4194326 || 4194166 || 160 || 38
|24816 || 4194326 || 4194167 || 159 || 38
|24818 || 4194326 || 4194165 || 161 || 38
|24819 || 4194326 || 4194165 || 161 || 38
|24820 || 4194326 || 4194165 || 161 || 38
