| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 12000009 || 4.24599500715729e+16 || 4.24599500595729e+16 || 3.53832651788619e+15
|2 || 12000009 || 11999211 || 798 || 66
|3 || 12000009 || 11999211 || 798 || 66
|4 || 12000009 || 11999211 || 798 || 66
|5 || 12000009 || 11999210 || 799 || 67
|7 || 12000009 || 11999212 || 797 || 66
|41 || 12000009 || 11999211 || 798 || 66
|159 || 12000009 || 11999211 || 798 || 66
|294 || 12000009 || 11999211 || 798 || 66
|577 || 12000009 || 11999211 || 798 || 66
|975 || 12000009 || 11999211 || 798 || 66
|1867 || 12000009 || 11999211 || 798 || 66
|2723 || 12000009 || 11999211 || 798 || 66
|8579 || 12000009 || 11999211 || 798 || 66
|14400 || 12000009 || 11999211 || 798 || 66
|14482 || 12000009 || 11999211 || 798 || 66
|14563 || 12000009 || 11999211 || 798 || 66
|14639 || 12000009 || 11999211 || 798 || 66
|14762 || 12000009 || 11999211 || 798 || 66
|14841 || 12000009 || 11999211 || 798 || 66
|17590 || 12000009 || 4.24601611390693e+16 || 4.24601611270693e+16 || 3.53834410683103e+15
|17633 || 12000009 || 11999211 || 798 || 66
|20424 || 12000009 || 11999211 || 798 || 66
|20425 || 12000009 || 11999211 || 798 || 66
|20427 || 12000009 || 11999211 || 798 || 66
|20428 || 12000009 || 11999211 || 798 || 66
|20429 || 12000009 || 11999211 || 798 || 66
