| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266031388 || 266034547 || 3159 || 12
|4 || 266049741 || 266056492 || 6751 || 25
|5 || 266031919 || 266035395 || 3476 || 13
|7 || 266030324 || 266034314 || 3990 || 15
|8 || 266061712 || 266070839 || 9127 || 34
|9 || 266047880 || 266054796 || 6916 || 26
|112 || 266035112 || 266038570 || 3458 || 13
|389 || 266032186 || 266039169 || 6983 || 26
|541 || 266034314 || 266041363 || 7049 || 26
|914 || 266048944 || 266055760 || 6816 || 26
|1433 || 266056126 || 266066001 || 9875 || 37
|1974 || 266037240 || 266044073 || 6833 || 26
|2430 || 266034314 || 266041097 || 6783 || 25
|3535 || 266035112 || 266038686 || 3574 || 13
|4720 || 266037240 || 266044090 || 6850 || 26
|4830 || 266044954 || 266051770 || 6816 || 26
|5018 || 266059052 || 266068429 || 9377 || 35
|5099 || 266038038 || 266045270 || 7232 || 27
|5312 || 266027132 || 266030823 || 3691 || 14
|5405 || 266029526 || 266033433 || 3907 || 15
|5715 || 266038303 || 266041712 || 3409 || 13
|6022 || 266049210 || 266052518 || 3308 || 12
|6444 || 266053200 || 266068828 || 15628 || 59
|6445 || 266028728 || 266032302 || 3574 || 13
|6447 || 266031654 || 266035644 || 3990 || 15
|6448 || 266052136 || 266061562 || 9426 || 35
|6449 || 266045485 || 266052385 || 6900 || 26
