| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 600023 || 599985 || 38 || 63
|0 || 600023 || 599985 || 38 || 63
|1 || 600023 || 599985 || 38 || 63
|1 || 600023 || 599985 || 38 || 63
|1 || 600023 || 599985 || 38 || 63
|2 || 600023 || 599985 || 38 || 63
|87 || 600023 || 599985 || 38 || 63
|415 || 600023 || 599985 || 38 || 63
|671 || 600023 || 599985 || 38 || 63
|3432 || 600023 || 599985 || 38 || 63
|4121 || 600023 || 599985 || 38 || 63
|5660 || 600023 || 599985 || 38 || 63
|7091 || 600023 || 599985 || 38 || 63
|10008 || 600023 || 599985 || 38 || 63
|12878 || 600023 || 599985 || 38 || 63
|13178 || 600023 || 599985 || 38 || 63
|13478 || 600023 || 599985 || 38 || 63
|13653 || 600023 || 599985 || 38 || 63
|14069 || 600023 || 599985 || 38 || 63
|14245 || 600023 || 599985 || 38 || 63
|14520 || 600023 || 599985 || 38 || 63
|14844 || 600023 || 599985 || 38 || 63
|15333 || 600023 || 599985 || 38 || 63
|15334 || 600023 || 599985 || 38 || 63
|15334 || 600023 || 599985 || 38 || 63
|15337 || 600023 || 599985 || 38 || 63
|15341 || 600023 || 599985 || 38 || 63
