| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 1000274000 || 1000265875 || 8125 || 8
|2 || 1000334000 || 1000330375 || 3625 || 4
|6 || 1000307000 || 1000295813 || 11187 || 11
|10 || 1000338000 || 1000306813 || 31187 || 31
|12 || 1000305000 || 1000286625 || 18375 || 18
|13 || 1000243000 || 1000211500 || 31500 || 31
|944 || 1000334000 || 1000328125 || 5875 || 6
|5684 || 1000185000 || 1000169125 || 15875 || 16
|9274 || 1000365000 || 1000352313 || 12687 || 13
|13899 || 1000305000 || 1000305688 || 688 || 1
|17517 || 1000366000 || 1000325375 || 40625 || 41
|26476 || 1000307000 || 1000293625 || 13375 || 13
|35059 || 1000337000 || 1000317688 || 19312 || 19
|50236 || 1000396000 || 1000381500 || 14500 || 14
|65290 || 1000334000 || 1000317688 || 16312 || 16
|67343 || 1000335999 || 1000295938 || 40061 || 40
|68881 || 1000273000 || 1000278125 || 5125 || 5
|70334 || 1000303000 || 1000296000 || 7000 || 7
|72954 || 1000335999 || 1000312250 || 23749 || 24
|74358 || 1000305999 || 1000289438 || 16561 || 17
|78639 || 1000308000 || 1000299375 || 8625 || 9
|83197 || 1000337000 || 1000314313 || 22687 || 23
|88695 || 1000305000 || 1000300875 || 4125 || 4
|88696 || 1000308000 || 1000285750 || 22250 || 22
|88698 || 1000213000 || 1000206563 || 6437 || 6
|88702 || 1000335000 || 1000308875 || 26125 || 26
|88706 || 1000181999 || 1000182938 || 939 || 1
