| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266046018 || 266054680 || 8662 || 33
|1 || 266022344 || 266025603 || 3259 || 12
|3 || 266033782 || 266037290 || 3508 || 13
|4 || 266031654 || 266035378 || 3724 || 14
|5 || 266056658 || 266065902 || 9244 || 35
|7 || 266039634 || 266046500 || 6866 || 26
|50 || 266060382 || 266068794 || 8412 || 32
|289 || 266032452 || 266035677 || 3225 || 12
|431 || 266054530 || 266063242 || 8712 || 33
|760 || 266062244 || 266070789 || 8545 || 32
|1095 || 266045220 || 266051571 || 6351 || 24
|1450 || 266038570 || 266044771 || 6201 || 23
|1795 || 266047082 || 266052735 || 5653 || 21
|2864 || 266048146 || 266050457 || 2311 || 9
|4027 || 266036708 || 266039401 || 2693 || 10
|4118 || 266034047 || 266036575 || 2528 || 10
|4208 || 266028195 || 266030690 || 2495 || 9
|4268 || 266047613 || 266050075 || 2462 || 9
|4394 || 266029526 || 266032186 || 2660 || 10
|4469 || 266048146 || 266050873 || 2727 || 10
|4674 || 266032984 || 266035494 || 2510 || 9
|4956 || 266051870 || 266059850 || 7980 || 30
|5262 || 266027664 || 266030307 || 2643 || 10
|5263 || 266043092 || 266045486 || 2394 || 9
|5264 || 266026600 || 266029127 || 2527 || 9
|5266 || 266044156 || 266050307 || 6151 || 23
|5267 || 266040166 || 266042660 || 2494 || 9
