| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 213423580 || 213499675 || 76095 || 357
|5 || 212438628 || 212447691 || 9063 || 43
|6 || 213995344 || 214021288 || 25944 || 121
|10 || 213103459 || 213113066 || 9607 || 45
|14 || 213578339 || 213587138 || 8799 || 41
|16 || 213252708 || 213262685 || 9977 || 47
|505 || 212186984 || 212197306 || 10322 || 49
|1419 || 212902272 || 212843879 || 58393 || 274
|2294 || 213851608 || 213862433 || 10825 || 51
|3615 || 213236171 || 213246454 || 10283 || 48
|4821 || 212433116 || 212442603 || 9487 || 45
|6966 || 212278144 || 212288426 || 10282 || 48
|9023 || 213756632 || 213767179 || 10547 || 49
|11859 || 213895915 || 213906317 || 10402 || 49
|14642 || 212235532 || 212246357 || 10825 || 51
|15306 || 213661020 || 213671382 || 10362 || 48
|15941 || 212697268 || 212707895 || 10627 || 50
|16568 || 213142044 || 213152154 || 10110 || 47
|17495 || 213600812 || 213611412 || 10600 || 50
|18089 || 213263520 || 213274173 || 10653 || 50
|18721 || 212380964 || 212390888 || 9924 || 47
|19595 || 213692608 || 213701340 || 8732 || 41
|20542 || 213607172 || 213617560 || 10388 || 49
|20543 || 213623496 || 213634308 || 10812 || 51
|20544 || 213567104 || 213577717 || 10613 || 50
|20546 || 213351500 || 213360285 || 8785 || 41
|20547 || 213642788 || 213652580 || 9792 || 46
