| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 4194327 || 4194168 || 159 || 38
|1 || 4194327 || 4194168 || 159 || 38
|2 || 4194327 || 4194167 || 160 || 38
|4 || 4194327 || 4194167 || 160 || 38
|5 || 4194327 || 4194167 || 160 || 38
|6 || 4194327 || 4194167 || 160 || 38
|164 || 4194327 || 4194167 || 160 || 38
|980 || 4194327 || 4194168 || 159 || 38
|1313 || 4194327 || 4194168 || 159 || 38
|2123 || 4194327 || 4194168 || 159 || 38
|3754 || 4194327 || 4194170 || 157 || 37
|5044 || 4194327 || 4194169 || 158 || 38
|10828 || 4194327 || 4194171 || 156 || 37
|15614 || 4194327 || 4194169 || 158 || 38
|18276 || 4194327 || 4194168 || 159 || 38
|20731 || 4194327 || 4194168 || 159 || 38
|21086 || 4194327 || 4194166 || 161 || 38
|21739 || 4194327 || 4194167 || 160 || 38
|22287 || 4194327 || 4194167 || 160 || 38
|22913 || 4194327 || 4194168 || 159 || 38
|23484 || 4194327 || 4194167 || 160 || 38
|24167 || 4194327 || 4194169 || 158 || 38
|24168 || 4194327 || 4194167 || 160 || 38
|24169 || 4194327 || 4194168 || 159 || 38
|24171 || 4194327 || 4194168 || 159 || 38
|24172 || 4194327 || 4194168 || 159 || 38
