| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 12000009 || 11999212 || 797 || 66
|1 || 12000009 || 11999211 || 798 || 66
|3 || 12000009 || 11999212 || 797 || 66
|4 || 12000009 || 11999211 || 798 || 66
|5 || 12000009 || 11999212 || 797 || 66
|7 || 12000009 || 11999212 || 797 || 66
|41 || 12000009 || 11999212 || 797 || 66
|156 || 12000009 || 11999212 || 797 || 66
|291 || 12000009 || 11999212 || 797 || 66
|577 || 12000009 || 11999212 || 797 || 66
|978 || 12000009 || 11999212 || 797 || 66
|1837 || 12000009 || 11999212 || 797 || 66
|2691 || 12000009 || 11999213 || 796 || 66
|11285 || 12000009 || 11999213 || 796 || 66
|19903 || 12000009 || 11999212 || 797 || 66
|20046 || 12000009 || 11999212 || 797 || 66
|20214 || 12000009 || 11999212 || 797 || 66
|20294 || 12000009 || 11999213 || 796 || 66
|20476 || 12000009 || 11999212 || 797 || 66
|20600 || 12000009 || 11999212 || 797 || 66
|23355 || 12000009 || 4.243569486506e+16 || 4.243569485306e+16 || 3.53630525219273e+15
|23420 || 12000009 || 11999213 || 796 || 66
|26277 || 12000009 || 11999212 || 797 || 66
|26281 || 12000009 || 11999212 || 797 || 66
|26285 || 12000009 || 11999211 || 798 || 66
|26289 || 12000009 || 11999212 || 797 || 66
|26294 || 12000009 || 11999212 || 797 || 66
