| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 181477800 || 181468350 || 9450 || 52
|2 || 181939140 || 181930208 || 8932 || 49
|3 || 180890100 || 180877680 || 12420 || 69
|5 || 180390420 || 180378315 || 12105 || 67
|6 || 180615600 || 180605171 || 10429 || 58
|7 || 180890279 || 180880819 || 9460 || 52
|72 || 181505339 || 181493359 || 11980 || 66
|260 || 181637100 || 181631014 || 6086 || 34
|449 || 181681020 || 181671660 || 9360 || 52
|949 || 181642860 || 181630541 || 12319 || 68
|1410 || 181670220 || 181665990 || 4230 || 23
|1875 || 181692180 || 181687185 || 4995 || 27
|2369 || 181148219 || 181141189 || 7030 || 39
|3299 || 181488780 || 181479038 || 9742 || 54
|4285 || 181812780 || 181803274 || 9506 || 52
|4411 || 181659420 || 181654493 || 4927 || 27
|4531 || 181604340 || 181595430 || 8910 || 49
|4626 || 181494540 || 181485079 || 9461 || 52
|4820 || 181159380 || 181153609 || 5771 || 32
|4992 || 181713960 || 181703880 || 10080 || 55
|5210 || 181060380 || 181053923 || 6457 || 36
|5491 || 181697760 || 181688873 || 8887 || 49
|5802 || 181521900 || 181512383 || 9517 || 52
|5803 || 181263780 || 181253633 || 10147 || 56
|5804 || 181230660 || 181219354 || 11306 || 62
|5805 || 181659420 || 181651500 || 7920 || 44
|5807 || 181906200 || 181896120 || 10080 || 55
