| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 1000334000 || 1000328375 || 5625 || 6
|4 || 1000332999 || 1000328375 || 4624 || 5
|9 || 1000396000 || 1000364875 || 31125 || 31
|13 || 1000339000 || 1000322625 || 16375 || 16
|17 || 1000305999 || 1000289750 || 16249 || 16
|22 || 1000337000 || 1000312313 || 24687 || 25
|879 || 1000337000 || 1000303250 || 33750 || 34
|5537 || 1000302000 || 1000294188 || 7812 || 8
|9160 || 1000305000 || 1000314000 || 9000 || 9
|13657 || 1000305000 || 1000300688 || 4312 || 4
|17321 || 1000308999 || 1000307000 || 1999 || 2
|26008 || 1000335000 || 1000299813 || 35187 || 35
|34380 || 1000184000 || 1000181375 || 2625 || 3
|49322 || 1000307000 || 1000301188 || 5812 || 6
|64087 || 1000338000 || 1000322625 || 15375 || 15
|66178 || 1000183000 || 1000172250 || 10750 || 11
|67634 || 1000243999 || 1000234875 || 9124 || 9
|69047 || 1000213999 || 1000197750 || 16249 || 16
|71546 || 1000305000 || 1000283313 || 21687 || 22
|72945 || 1000337000 || 1000312563 || 24437 || 24
|77037 || 1000305000 || 1000313438 || 8438 || 8
|81581 || 1000334000 || 1000315875 || 18125 || 18
|86890 || 1000366000 || 1000358375 || 7625 || 8
|86892 || 1000305000 || 1000289688 || 15312 || 15
|86896 || 1000307000 || 1000299313 || 7687 || 8
|86897 || 1000301000 || 1000293688 || 7312 || 7
|86898 || 1000332999 || 1000306375 || 26624 || 27
