| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 181011239 || 181003759 || 7480 || 41
|1 || 180593640 || 180584595 || 9045 || 50
|2 || 180494640 || 180486090 || 8550 || 47
|3 || 180368459 || 180363791 || 4668 || 26
|5 || 181895400 || 181887435 || 7965 || 44
|6 || 180934200 || 180923411 || 10789 || 60
|69 || 180423540 || 180416228 || 7312 || 41
|145 || 180417780 || 180406384 || 11396 || 63
|353 || 181422900 || 181414463 || 8437 || 47
|620 || 181120860 || 181115291 || 5569 || 31
|1179 || 181757880 || 181746045 || 11835 || 65
|1644 || 180225540 || 180220748 || 4792 || 27
|2509 || 181565640 || 181557563 || 8077 || 44
|3057 || 180873540 || 180865541 || 7999 || 44
|3917 || 181313100 || 181303796 || 9304 || 51
|4817 || 181499940 || 181489005 || 10935 || 60
|4927 || 181054979 || 181046126 || 8853 || 49
|5099 || 180225540 || 180212333 || 13207 || 73
|5247 || 180549540 || 180539651 || 9889 || 55
|5342 || 181395539 || 181388306 || 7233 || 40
|5527 || 180588059 || 180583245 || 4814 || 27
|5626 || 181186920 || 181179045 || 7875 || 43
|5781 || 181225260 || 181213166 || 12094 || 67
|6085 || 180230940 || 180218003 || 12937 || 72
|6413 || 181395360 || 181387181 || 8179 || 45
|6415 || 180467099 || 180457020 || 10079 || 56
|6416 || 181741500 || 181737776 || 3724 || 20
|6417 || 180621180 || 180612810 || 8370 || 46
|6419 || 180945179 || 180939634 || 5545 || 31
