| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999672 || 384 || 24
|4 || 16000056 || 15999671 || 385 || 24
|8 || 16000056 || 15999672 || 384 || 24
|13 || 16000056 || 15999671 || 385 || 24
|17 || 16000056 || 15999671 || 385 || 24
|21 || 16000056 || 15999671 || 385 || 24
|127 || 16000056 || 15999672 || 384 || 24
|484 || 16000056 || 15999671 || 385 || 24
|989 || 16000056 || 15999671 || 385 || 24
|3123 || 16000056 || 15999672 || 384 || 24
|5462 || 16000056 || 15999671 || 385 || 24
|7907 || 16000056 || 15999671 || 385 || 24
|10474 || 16000056 || 15999672 || 384 || 24
|12025 || 16000056 || 15999671 || 385 || 24
|13335 || 16000056 || 15999671 || 385 || 24
|13667 || 16000056 || 15999671 || 385 || 24
|13945 || 16000056 || 15999671 || 385 || 24
|14215 || 16000056 || 15999671 || 385 || 24
|14588 || 16000056 || 15999672 || 384 || 24
|14884 || 16000056 || 15999671 || 385 || 24
|15294 || 16000056 || 15999671 || 385 || 24
|15434 || 16000056 || 15999671 || 385 || 24
|15913 || 16000056 || 15999671 || 385 || 24
|15914 || 16000056 || 15999671 || 385 || 24
|15915 || 16000056 || 15999672 || 384 || 24
|15917 || 16000056 || 15999671 || 385 || 24
|15918 || 16000056 || 15999671 || 385 || 24
