| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 600023 || 599986 || 37 || 62
|4 || 600023 || 599986 || 37 || 62
|8 || 600023 || 599986 || 37 || 62
|11 || 600023 || 599986 || 37 || 62
|11 || 600023 || 599986 || 37 || 62
|15 || 600023 || 599986 || 37 || 62
|109 || 600023 || 599986 || 37 || 62
|501 || 600023 || 599986 || 37 || 62
|808 || 600023 || 599986 || 37 || 62
|1488 || 600023 || 599986 || 37 || 62
|2061 || 600023 || 599986 || 37 || 62
|3548 || 600023 || 599986 || 37 || 62
|5052 || 600023 || 599986 || 37 || 62
|8288 || 600023 || 599986 || 37 || 62
|11406 || 600023 || 599986 || 37 || 62
|11656 || 600023 || 599986 || 37 || 62
|11866 || 600023 || 599986 || 37 || 62
|12122 || 600023 || 599986 || 37 || 62
|12486 || 600023 || 599986 || 37 || 62
|12666 || 600023 || 599986 || 37 || 62
|13012 || 600023 || 599986 || 37 || 62
|13401 || 600023 || 599986 || 37 || 62
|13776 || 600023 || 599986 || 37 || 62
|13776 || 600023 || 599986 || 37 || 62
|13776 || 600023 || 599986 || 37 || 62
|13780 || 600023 || 599986 || 37 || 62
|13780 || 600023 || 599986 || 37 || 62
