| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 5.65731507691963e+16 || 5.65731507531962e+16 || 3.53580954674135e+15
|4 || 16000056 || 15999672 || 384 || 24
|8 || 16000056 || 15999672 || 384 || 24
|9 || 16000056 || 15999672 || 384 || 24
|11 || 16000056 || 15999672 || 384 || 24
|12 || 16000056 || 15999672 || 384 || 24
|75 || 16000056 || 15999671 || 385 || 24
|521 || 16000056 || 15999672 || 384 || 24
|984 || 16000056 || 15999671 || 385 || 24
|3038 || 16000056 || 15999671 || 385 || 24
|5341 || 16000056 || 15999672 || 384 || 24
|7617 || 16000056 || 15999671 || 385 || 24
|9888 || 16000056 || 15999672 || 384 || 24
|11497 || 16000056 || 15999672 || 384 || 24
|12819 || 16000056 || 15999671 || 385 || 24
|13099 || 16000056 || 15999672 || 384 || 24
|13316 || 16000056 || 15999672 || 384 || 24
|13627 || 16000056 || 15999672 || 384 || 24
|14054 || 16000056 || 15999672 || 384 || 24
|14395 || 16000056 || 15999673 || 383 || 24
|14710 || 16000056 || 15999672 || 384 || 24
|14842 || 16000056 || 15999672 || 384 || 24
|15268 || 16000056 || 15999672 || 384 || 24
|15272 || 16000056 || 15999672 || 384 || 24
|15276 || 16000056 || 15999672 || 384 || 24
|15280 || 16000056 || 15999672 || 384 || 24
|15285 || 16000056 || 15999672 || 384 || 24
