| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999657 || 399 || 25
|1 || 16000056 || 15999657 || 399 || 25
|3 || 16000056 || 15999657 || 399 || 25
|4 || 16000056 || 15999657 || 399 || 25
|5 || 16000056 || 15999657 || 399 || 25
|6 || 16000056 || 15999656 || 400 || 25
|64 || 16000056 || 15999656 || 400 || 25
|307 || 16000056 || 15999656 || 400 || 25
|813 || 16000056 || 15999657 || 399 || 25
|1271 || 16000056 || 15999656 || 400 || 25
|3822 || 16000056 || 15999656 || 400 || 25
|6335 || 16000056 || 15999656 || 400 || 25
|8769 || 16000056 || 15999657 || 399 || 25
|11202 || 16000056 || 15999656 || 400 || 25
|12733 || 16000056 || 15999656 || 400 || 25
|14105 || 16000056 || 15999656 || 400 || 25
|14675 || 16000056 || 15999657 || 399 || 25
|15036 || 16000056 || 15999656 || 400 || 25
|15349 || 16000056 || 15999656 || 400 || 25
|15514 || 16000056 || 15999656 || 400 || 25
|15948 || 16000056 || 15999657 || 399 || 25
|16270 || 16000056 || 15999657 || 399 || 25
|16622 || 16000056 || 15999656 || 400 || 25
|16750 || 16000056 || 15999656 || 400 || 25
|17243 || 16000056 || 15999656 || 400 || 25
|17245 || 16000056 || 15999656 || 400 || 25
|17246 || 16000056 || 15999656 || 400 || 25
|17247 || 16000056 || 15999656 || 400 || 25
|17248 || 16000056 || 15999656 || 400 || 25
