| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 180950760 || 180946125 || 4635 || 26
|1 || 181076760 || 181067524 || 9236 || 51
|2 || 180588059 || 180576146 || 11913 || 66
|4 || 181494360 || 181482131 || 12229 || 67
|5 || 181719540 || 181706828 || 12712 || 70
|6 || 181928160 || 181920341 || 7819 || 43
|71 || 181615139 || 181612485 || 2654 || 15
|276 || 181582380 || 181574325 || 8055 || 44
|468 || 181697760 || 181690043 || 7717 || 42
|993 || 181675620 || 181667543 || 8077 || 44
|1543 || 181746900 || 181738373 || 8527 || 47
|2123 || 181434060 || 181422270 || 11790 || 65
|2708 || 181417320 || 181408680 || 8640 || 48
|3814 || 181686600 || 181677926 || 8674 || 48
|4868 || 181868040 || 181859220 || 8820 || 48
|5034 || 181566000 || 181556651 || 9349 || 51
|5230 || 180373860 || 180369101 || 4759 || 26
|5373 || 181373580 || 181361723 || 11857 || 65
|5562 || 181659060 || 181649801 || 9259 || 51
|5703 || 181785420 || 181776026 || 9394 || 52
|5894 || 181411920 || 181407105 || 4815 || 27
|6205 || 181389960 || 181378654 || 11306 || 62
|6554 || 180374040 || 180363848 || 10192 || 57
|6558 || 180560700 || 180555548 || 5152 || 29
|6560 || 180362880 || 180356951 || 5929 || 33
|6564 || 181703160 || 181693643 || 9517 || 52
|6565 || 180313559 || 180303829 || 9730 || 54
