| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 600023 || 599987 || 36 || 60
|0 || 600023 || 599987 || 36 || 60
|1 || 600023 || 599987 || 36 || 60
|1 || 600023 || 599987 || 36 || 60
|1 || 600023 || 599987 || 36 || 60
|2 || 600023 || 599987 || 36 || 60
|92 || 600023 || 599987 || 36 || 60
|424 || 600023 || 599986 || 37 || 62
|687 || 600023 || 599987 || 36 || 60
|1225 || 600023 || 599987 || 36 || 60
|1822 || 600023 || 599987 || 36 || 60
|3189 || 600023 || 599986 || 37 || 62
|4532 || 600023 || 599987 || 36 || 60
|5655 || 600023 || 599987 || 36 || 60
|6748 || 600023 || 599987 || 36 || 60
|6949 || 600023 || 599987 || 36 || 60
|7150 || 600023 || 599987 || 36 || 60
|7328 || 600023 || 599987 || 36 || 60
|7654 || 600023 || 599987 || 36 || 60
|7835 || 600023 || 599987 || 36 || 60
|8115 || 600023 || 599987 || 36 || 60
|8367 || 600023 || 599987 || 36 || 60
|8699 || 600023 || 599987 || 36 || 60
|8699 || 600023 || 599986 || 37 || 62
|8700 || 600023 || 599987 || 36 || 60
|8700 || 600023 || 599986 || 37 || 62
|8700 || 600023 || 599986 || 37 || 62
