| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_artila_m501_0hash ->] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || 968 || 1080 || 127 || 16 || 2 || 1 || 1 || 0 || 23.2 || 0 || 0 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_312 Run 312]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_artila_m501_sha256 ->] || [wiki:r2011platformsimplementations_artila_m501_sha256_sphlib-small sphlib-small] || 85039 || 12724 || 1633 || 247 || 72 || 60 || 53 || 47 || 3.8 || 10100 || 412 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_312 Run 312]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_artila_m501_blake256 ->] || [wiki:r2011platformsimplementations_artila_m501_blake256_sphlib sphlib] || 121005 || 25211 || 3163 || 462 || 113 || 87 || 75 || 62 || 0.9 || 25488 || 716 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_keccakc512 <-] keccakc512 [wiki:r2011platformsciphers_artila_m501_keccakc512 ->] || [wiki:r2011platformsimplementations_artila_m501_keccakc512_opt32bi-rvku2 opt32bi-rvku2] || 191903 || 27911 || 3542 || 444 || 145 || 130 || 122 || 114 || 0.9 || 17540 || 968 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_skein256256 <-] skein256256 [wiki:r2011platformsciphers_artila_m501_skein256256 ->] || [wiki:r2011platformsimplementations_artila_m501_skein256256_opt opt] || 195277 || 26831 || 3381 || 484 || 158 || 135 || 123 || 112 || 0.8 || 54564 || 568 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_sha512 <-] sha512 [wiki:r2011platformsciphers_artila_m501_sha512 ->] || [wiki:r2011platformsimplementations_artila_m501_sha512_sphlib-small sphlib-small] || 214335 || 25729 || 3274 || 409 || 173 || 148 || 135 || 122 || 0.9 || 9900 || 1080 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_artila_m501_blake512 ->] || [wiki:r2011platformsimplementations_artila_m501_blake512_sphlib-small sphlib-small] || 242021 || 35483 || 4452 || 557 || 204 || 169 || 152 || 134 || 1.2 || 15188 || 1076 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_skein512256 <-] skein512256 [wiki:r2011platformsciphers_artila_m501_skein512256 ->] || [wiki:r2011platformsimplementations_artila_m501_skein512256_sphlib-small sphlib-small] || 266546 || 29093 || 3673 || 455 || 206 || 182 || 170 || 157 || 3.2 || 10244 || 676 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_312 Run 312]
|[wiki:r2011ciphers_skein512512 <-] skein512512 [wiki:r2011platformsciphers_artila_m501_skein512512 ->] || [wiki:r2011platformsimplementations_artila_m501_skein512512_sphlib-small sphlib-small] || 266771 || 29149 || 3665 || 459 || 208 || 182 || 170 || 158 || 1.5 || 10244 || 708 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_artila_m501_groestl256 ->] || [wiki:r2011platformsimplementations_artila_m501_groestl256_arm32 arm32] || 292365 || 53021 || 6653 || 995 || 260 || 208 || 182 || 155 || 0.9 || 49612 || 1172 || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_keccakc1024 <-] keccakc1024 [wiki:r2011platformsciphers_artila_m501_keccakc1024 ->] || [wiki:r2011platformsimplementations_artila_m501_keccakc1024_opt32bi-rvku2 opt32bi-rvku2] || 325868 || 26494 || 3362 || 423 || 249 || 222 || 207 || 193 || 0.7 || 17540 || 1000 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_sha1 <-] sha1 [wiki:r2011platformsciphers_artila_m501_sha1 ->] || [wiki:r2011platformsimplementations_artila_m501_sha1_avrcryptolib avrcryptolib] || 345274 || 17921 || 2229 || 492 || 248 || 231 || 222 || 213 || 0.6 || 1366 || 308 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_artila_m501_groestl512 ->] || [wiki:r2011platformsimplementations_artila_m501_groestl512_arm32 arm32] || 410501 || 95378 || 11917 || 1495 || 392 || 299 || 252 || 205 || 1.0 || 49612 || 1524 || [wiki:r2011compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_artila_m501_jh256 ->] || [wiki:r2011platformsimplementations_artila_m501_jh256_opt32 opt32] || 636953 || 35438 || 7611 || 942 || 461 || 426 || 409 || 391 || 2.0 || 7112 || 360 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_artila_m501_jh512 ->] || [wiki:r2011platformsimplementations_artila_m501_jh512_opt32 opt32] || 637436 || 35348 || 7635 || 947 || 460 || 426 || 415 || 404 || 2.1 || 7112 || 392 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_313 Run 313]
