| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''WRIR [%]''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012ciphers_groestl256 <-] groestl256 [wiki:r2012platformsciphers_atmega1284p_16mhz_groestl256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_groestl256_avr8asm_highspeed avr8asm_highspeed] || 704853 || 41172 || 5149 || 1075 || 513 || 472 || 452 || 432 || 0.0 || 4982 || 533 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_blake256 <-] blake256 [wiki:r2012platformsciphers_atmega1284p_16mhz_blake256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_avr-asm-speed avr-asm-speed] || 724338 || 31433 || 3938 || 950 || 513 || 482 || 466 || 451 || 0.0 || 2764 || 303 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_keccakc512 <-] keccakc512 [wiki:r2012platformsciphers_atmega1284p_16mhz_keccakc512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc512_avr8asmf avr8asmf] || 1711059 || 142899 || 17871 || 2241 || 1116 || 1114 || 1114 || 1113 || 0.0 || 1482 || 13321 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_skein512512 <-] skein512512 [wiki:r2012platformsciphers_atmega1284p_16mhz_skein512512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_skein512512_avrcryptolib_asm avrcryptolib_asm] || 2405645 || 279964 || 35009 || 4387 || 1812 || 1628 || 1536 || 1444 || 0.0 || 2508 || 429 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_keccakc1024 <-] keccakc1024 [wiki:r2012platformsciphers_atmega1284p_16mhz_keccakc1024 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8asmf avr8asmf] || 3126001 || 142596 || 17833 || 2236 || 2221 || 2082 || 2012 || 1942 || 0.0 || 1482 || 298 || [wiki:r2012compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_sha256 <-] sha256 [wiki:r2012platformsciphers_atmega1284p_16mhz_sha256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_sha256_sphlib-small sphlib-small] || 4128524 || 169182 || 21179 || 5221 || 2908 || 2743 || 2660 || 2578 || 0.0 || 33676 || 708 || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_jh256 <-] jh256 [wiki:r2012platformsciphers_atmega1284p_16mhz_jh256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_jh256_sphlib-small sphlib-small] || 4880338 || 204680 || 49971 || 6265 || 3446 || 3244 || 3144 || 3043 || 0.0 || 22998 || 2293 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_jh512 <-] jh512 [wiki:r2012platformsciphers_atmega1284p_16mhz_jh512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_jh512_sphlib-small sphlib-small] || 4880594 || 204936 || 50003 || 6269 || 3446 || 3245 || 3144 || 3043 || 0.0 || 22998 || 2325 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_groestl512 <-] groestl512 [wiki:r2012platformsciphers_atmega1284p_16mhz_groestl512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_groestl512_sphlib-small sphlib-small] || 6179983 || 689883 || 86230 || 10773 || 4924 || 4249 || 3911 || 3573 || 0.0 || 27492 || 5964 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_blake512 <-] blake512 [wiki:r2012platformsciphers_atmega1284p_16mhz_blake512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake512_armcryptolib armcryptolib] || 7173314 || 562969 || 70395 || 8806 || 5403 || 4853 || 4578 || 4304 || 0.0 || 6734 || 904 || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
