| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 1823240 || 13038 || 0 (42230) || 0 (944) || 0 (2840) || 0(48) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 238089 || 12932 || 0 (33093) || 0 (940) || 0 (2840) || 0(56) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 221275 || 12495 || 0 (31477) || 0 (940) || 0 (2840) || 0(56) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 220692 || 13210 || 0 (31533) || 0 (940) || 0 (2836) || 0(56) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 263119 || 12932 || 0 (31182) || 0 (940) || 0 (2840) || 0(56) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 8432062 || 687927 || 4990 (47220) || 60 (1004) || 0 (2840) || 280(328) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 2114144 || 205110 || 3270 (36363) || 60 (1000) || 0 (2840) || 280(336) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 1901667 || 184639 || 3110 (34587) || 60 (1000) || 0 (2840) || 288(344) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 1888920 || 191304 || 8196 (39729) || 60 (1000) || 0 (2836) || 664(720) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 1955276 || 185845 || 3046 (34228) || 60 (1000) || 0 (2840) || 280(336) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 4696025 || 286213 || 8516 (50746) || 44 (988) || 0 (2840) || 384(432) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 1458931 || 137747 || 4764 (37857) || 44 (984) || 0 (2840) || 440(496) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 1539995 || 152256 || 5004 (36481) || 44 (984) || 0 (2840) || 480(536) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 1558637 || 149513 || 5601 (37134) || 44 (984) || 0 (2836) || 576(632) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 1517337 || 143829 || 4684 (35866) || 44 (984) || 0 (2840) || 496(552) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 18374027 || 1514064 || 24668 (66898) || 68 (1012) || 0 (2840) || 568(616) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 1582978 || 128578 || 12940 (46033) || 64 (1004) || 0 (2840) || 608(664) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 1509904 || 126273 || 12588 (44065) || 64 (1004) || 0 (2840) || 600(656) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 1563142 || 126326 || 12593 (44126) || 64 (1004) || 0 (2836) || 600(656) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 1590967 || 131639 || 12612 (43794) || 64 (1004) || 0 (2840) || 608(664) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 4671539 || 280768 || 9106 (51336) || 68 (1012) || 0 (2840) || 568(616) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 1280215 || 123119 || 5890 (38983) || 64 (1004) || 0 (2840) || 504(560) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 1429119 || 143736 || 5986 (37463) || 64 (1004) || 0 (2840) || 736(792) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 1488412 || 143855 || 5991 (37524) || 64 (1004) || 0 (2836) || 736(792) || Checksum OK
