| '''Cipher''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_spec spec] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 47072454 || 2705769 || 3732 (36777) || 16 (956) || 32 (956) || 632(688) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_spec spec] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 37457697 || 2156663 || 3188 (34633) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_spec spec] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 38707676 || 2322367 || 3767 (35268) || 16 (956) || 32 (956) || 672(728) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_spec spec] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 40948118 || 2291270 || 3596 (34746) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 25863603 || 988159 || 7288 (49438) || 16 (960) || 32 (960) || 448(496) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 10019902 || 416673 || 3464 (36509) || 16 (956) || 32 (956) || 424(480) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 12032193 || 483426 || 3848 (35293) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 12043018 || 482790 || 3869 (35370) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 12250447 || 488991 || 3936 (35086) || 16 (956) || 32 (956) || 608(664) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_simple simple] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 305342673 || 30825158 || 4261 (46411) || 16 (960) || 32 (960) || 320(368) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_simple simple] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 116118482 || 11803498 || 2149 (35194) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_simple simple] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 99939980 || 10158656 || 2357 (33802) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_simple simple] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 33933939 || 3496543 || 10362 (41863) || 16 (956) || 32 (956) || 1072(1128) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_simple simple] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 104272558 || 10598238 || 2221 (33371) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_spec spec] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 603575196 || 63457814 || 7843 (49993) || 16 (960) || 32 (960) || 712(760) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_spec spec] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 102342563 || 11079478 || 3715 (36760) || 16 (956) || 32 (956) || 632(688) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_spec spec] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 82023926 || 8874678 || 3155 (34600) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_spec spec] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 81870505 || 8858380 || 3494 (34995) || 16 (956) || 32 (956) || 648(704) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_spec spec] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 90053890 || 9708315 || 3595 (34745) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 56385680 || 5579800 || 7287 (49437) || 16 (960) || 32 (960) || 448(496) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 22476691 || 2301936 || 3463 (36508) || 16 (956) || 32 (956) || 424(480) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 27314769 || 2786979 || 3847 (35292) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 27340951 || 2788025 || 3868 (35369) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 27825848 || 2834321 || 3935 (35085) || 16 (956) || 32 (956) || 608(664) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_simple simple] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 119072105 || 2876602 || 4262 (46412) || 16 (960) || 32 (960) || 320(368) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_simple simple] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 44920813 || 1111755 || 2150 (35195) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_simple simple] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 38669900 || 959618 || 2358 (33803) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_simple simple] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 13328837 || 423748 || 10363 (41864) || 16 (956) || 32 (956) || 1072(1128) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_simple simple] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 40351603 || 995366 || 2222 (33372) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_spec spec] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 236993661 || 8130717 || 7844 (49994) || 16 (960) || 32 (960) || 712(760) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_spec spec] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 43638385 || 2117668 || 3732 (36777) || 16 (956) || 32 (956) || 632(688) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_spec spec] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 34781436 || 1668943 || 3188 (34633) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_spec spec] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 34866686 || 1692873 || 3527 (35028) || 16 (956) || 32 (956) || 648(704) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_spec spec] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 37877007 || 1753770 || 3596 (34746) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 23695320 || 662222 || 7288 (49438) || 16 (960) || 32 (960) || 448(496) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 9152716 || 283974 || 3464 (36509) || 16 (956) || 32 (956) || 424(480) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 10921644 || 320080 || 3848 (35293) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 10939531 || 319656 || 3869 (35370) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 11150591 || 322757 || 3936 (35086) || 16 (956) || 32 (956) || 608(664) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_simple simple] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 205855684 || 15916920 || 4261 (46411) || 16 (960) || 32 (960) || 320(368) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_simple simple] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 78135104 || 6106064 || 2149 (35194) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_simple simple] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 67269044 || 5257839 || 2357 (33802) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_simple simple] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 22930145 || 1849250 || 10362 (41863) || 16 (956) || 32 (956) || 1072(1128) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_simple simple] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 70169310 || 5479922 || 2221 (33371) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_spec spec] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 407027982 || 33948965 || 7843 (49993) || 16 (960) || 32 (960) || 712(760) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_spec spec] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 70494333 || 6291749 || 3731 (36776) || 16 (956) || 32 (956) || 632(688) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_spec spec] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 56347838 || 5030535 || 3187 (34632) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_spec spec] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 56315230 || 5034179 || 3526 (35027) || 16 (956) || 32 (956) || 648(704) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_spec spec] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 61770109 || 5467427 || 3595 (34745) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 38936092 || 2959904 || 7287 (49437) || 16 (960) || 32 (960) || 448(496) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 15368052 || 1215370 || 3463 (36508) || 16 (956) || 32 (956) || 424(480) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 18579614 || 1464297 || 3847 (35292) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 18589710 || 1463953 || 3868 (35369) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 18944307 || 1487034 || 3935 (35085) || 16 (956) || 32 (956) || 608(664) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_simple simple] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 156054300 || 8466856 || 4261 (46411) || 16 (960) || 32 (960) || 320(368) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_simple simple] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 59138169 || 3258665 || 2149 (35194) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_simple simple] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 50922427 || 2808907 || 2341 (33786) || 16 (956) || 32 (956) || 288(344) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_simple simple] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 17450462 || 1034335 || 10362 (41863) || 16 (956) || 32 (956) || 1072(1128) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_simple simple] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 53127346 || 2925189 || 2221 (33371) || 16 (956) || 32 (956) || 287(343) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_spec spec] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 309011107 || 19184145 || 7843 (49993) || 16 (960) || 32 (960) || 711(759) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_spec spec] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 54737155 || 3897448 || 3731 (36776) || 16 (956) || 32 (956) || 632(688) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_spec spec] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 43638994 || 3112849 || 3171 (34616) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_spec spec] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 43693439 || 3122906 || 3590 (35091) || 16 (956) || 32 (956) || 648(704) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_spec spec] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 47730727 || 3347520 || 3595 (34745) || 16 (956) || 32 (956) || 656(712) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 30227344 || 1639171 || 7287 (49437) || 16 (960) || 32 (960) || 448(496) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 11788340 || 683091 || 3463 (36508) || 16 (956) || 32 (956) || 424(480) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 14223053 || 810264 || 3831 (35276) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 14223477 || 810145 || 3868 (35369) || 16 (956) || 32 (956) || 600(656) || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_unrolled unrolled] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 14486040 || 821977 || 3935 (35085) || 16 (956) || 32 (956) || 608(664) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 160818563 || 10305890 || 6630 (48780) || 72 (1016) || 0 (1016) || 776(824) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 56199252 || 3656603 || 5214 (38259) || 72 (1012) || 0 (1012) || 920(976) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 54051957 || 3525852 || 4686 (36131) || 72 (1012) || 0 (1012) || 920(976) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 42805954 || 2796757 || 5206 (36707) || 72 (1012) || 0 (1012) || 912(968) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 54858935 || 3571922 || 4526 (35676) || 72 (1012) || 0 (1012) || 920(976) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 128146580 || 8078194 || 83910 (126060) || 4136 (5080) || 4 (5080) || 4564(4612) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 82261896 || 5299603 || 55278 (88323) || 36 (976) || 4 (976) || 2688(2744) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 142903463 || 9291496 || 67710 (99155) || 36 (976) || 4 (976) || 7136(7192) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 141644011 || 9239980 || 70554 (102055) || 36 (976) || 4 (976) || 7136(7192) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 135783271 || 8832636 || 55790 (86940) || 36 (976) || 4 (976) || 7120(7176) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 97952427 || 6179601 || 40516 (82666) || 68 (1012) || 0 (1012) || 1624(1672) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 19186517 || 1149226 || 23524 (56569) || 68 (1008) || 0 (1008) || 896(952) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 57137803 || 3668859 || 27892 (59337) || 68 (1008) || 0 (1008) || 2944(3000) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 56282688 || 3613103 || 28974 (60475) || 68 (1008) || 0 (1008) || 2912(2968) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib sphlib] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 34306688 || 2169621 || 24844 (55994) || 68 (1008) || 0 (1008) || 1880(1936) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 14365782 || 852015 || 12170 (54320) || 64 (1008) || 0 (1008) || 784(832) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 5302703 || 368496 || 8154 (41199) || 64 (1004) || 0 (1004) || 776(832) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 4951181 || 347296 || 7914 (39359) || 64 (1004) || 0 (1004) || 808(864) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 5569386 || 402919 || 14820 (46321) || 64 (1004) || 0 (1004) || 1872(1928) || Checksum OK
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 4939375 || 343533 || 8082 (39232) || 64 (1004) || 0 (1004) || 800(856) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 233662505 || 18488586 || 6550 (48700) || 72 (1016) || 32 (1016) || 768(816) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 81958286 || 6540505 || 5182 (38227) || 72 (1012) || 32 (1012) || 912(968) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 78783122 || 6304297 || 4606 (36051) || 72 (1012) || 32 (1012) || 920(976) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 62246844 || 4986041 || 5094 (36595) || 72 (1012) || 32 (1012) || 912(968) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 79917640 || 6390661 || 4478 (35628) || 72 (1012) || 32 (1012) || 912(968) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 185693649 || 14521112 || 83910 (126060) || 4136 (5080) || 36 (5080) || 4564(4612) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 119728444 || 9477394 || 55278 (88323) || 36 (976) || 36 (976) || 2688(2744) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 208775798 || 16694351 || 67710 (99155) || 36 (976) || 36 (976) || 7136(7192) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 207205594 || 16620787 || 70554 (102055) || 36 (976) || 36 (976) || 7136(7192) || Checksum OK
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_generic_opt64 generic_opt64] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 199138914 || 15892328 || 55790 (86940) || 36 (976) || 36 (976) || 7120(7176) || Checksum OK
